MetricName,RunIndex,CaseName,PhaseName,MetricValue,Scenario,Sequence,Size,Iteration,Tool
Time,3,StatisticBasedCase,EMFResourceInitialization,287101,BasicXform,1,32,1,BATCH_OPTIMIZED-TEMPLATE
Memory,3,StatisticBasedCase,EMFResourceInitialization,11335688,BasicXform,1,32,1,BATCH_OPTIMIZED-TEMPLATE
Time,3,StatisticBasedCase,Generation,24889513165,BasicXform,2,32,1,BATCH_OPTIMIZED-TEMPLATE
Memory,3,StatisticBasedCase,Generation,811263312,BasicXform,2,32,1,BATCH_OPTIMIZED-TEMPLATE
Time,3,StatisticBasedCase,Initialization,10874,BasicXform,3,32,1,BATCH_OPTIMIZED-TEMPLATE
Memory,3,StatisticBasedCase,Initialization,19176000,BasicXform,3,32,1,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,3,StatisticBasedCase,Initialization,47406936,BasicXform,3,32,1,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,3,StatisticBasedCase,Initialization,75637672,BasicXform,3,32,1,BATCH_OPTIMIZED-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation1,142759100771,BasicXform,4,32,1,BATCH_OPTIMIZED-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation1,27918896,BasicXform,4,32,1,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation1,3188424240,BasicXform,4,32,1,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation1,1052022630,BasicXform,4,32,1,BATCH_OPTIMIZED-TEMPLATE
Time,3,StatisticBasedCase,Modification,609040,BasicXform,5,32,1,BATCH_OPTIMIZED-TEMPLATE
Memory,3,StatisticBasedCase,Modification,27919312,BasicXform,5,32,1,BATCH_OPTIMIZED-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,145930692908,BasicXform,6,32,1,BATCH_OPTIMIZED-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,30007456,BasicXform,6,32,1,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,919069066,BasicXform,6,32,1,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,2376181352,BasicXform,6,32,1,BATCH_OPTIMIZED-TEMPLATE
Time,3,StatisticBasedCase,Modification,579570,BasicXform,7,32,2,BATCH_OPTIMIZED-TEMPLATE
Memory,3,StatisticBasedCase,Modification,30007840,BasicXform,7,32,2,BATCH_OPTIMIZED-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,144840770881,BasicXform,8,32,2,BATCH_OPTIMIZED-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,31900960,BasicXform,8,32,2,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,900286190,BasicXform,8,32,2,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,2359084168,BasicXform,8,32,2,BATCH_OPTIMIZED-TEMPLATE
Time,3,StatisticBasedCase,Modification,431753,BasicXform,9,32,3,BATCH_OPTIMIZED-TEMPLATE
Memory,3,StatisticBasedCase,Modification,31901344,BasicXform,9,32,3,BATCH_OPTIMIZED-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,144908842698,BasicXform,10,32,3,BATCH_OPTIMIZED-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,34189472,BasicXform,10,32,3,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,2341865784,BasicXform,10,32,3,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,922908134,BasicXform,10,32,3,BATCH_OPTIMIZED-TEMPLATE
Time,3,StatisticBasedCase,Modification,413517,BasicXform,11,32,4,BATCH_OPTIMIZED-TEMPLATE
Memory,3,StatisticBasedCase,Modification,34189880,BasicXform,11,32,4,BATCH_OPTIMIZED-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,144683163688,BasicXform,12,32,4,BATCH_OPTIMIZED-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,36086312,BasicXform,12,32,4,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,2324182200,BasicXform,12,32,4,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,986609239,BasicXform,12,32,4,BATCH_OPTIMIZED-TEMPLATE
Time,3,StatisticBasedCase,Modification,432999,BasicXform,13,32,5,BATCH_OPTIMIZED-TEMPLATE
Memory,3,StatisticBasedCase,Modification,36086720,BasicXform,13,32,5,BATCH_OPTIMIZED-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,145610873199,BasicXform,14,32,5,BATCH_OPTIMIZED-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,37984424,BasicXform,14,32,5,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,884855720,BasicXform,14,32,5,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,2306188840,BasicXform,14,32,5,BATCH_OPTIMIZED-TEMPLATE
Time,1,StatisticBasedCase,EMFResourceInitialization,309389,BasicXform,1,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,EMFResourceInitialization,11138768,BasicXform,1,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,Generation,470499431,BasicXform,2,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,Generation,24164272,BasicXform,2,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,Initialization,178684432,BasicXform,3,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,Initialization,18754992,BasicXform,3,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,StatisticBasedCase,Initialization,54601136,BasicXform,3,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,StatisticBasedCase,Initialization,43858464,BasicXform,3,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation1,160418768,BasicXform,4,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation1,22356888,BasicXform,4,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation1,50983532,BasicXform,4,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation1,83211552,BasicXform,4,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,Modification,648933,BasicXform,5,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,Modification,22387224,BasicXform,5,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation2,215009842,BasicXform,6,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation2,22406504,BasicXform,6,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation2,86843856,BasicXform,6,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation2,65358480,BasicXform,6,4,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,Modification,447495,BasicXform,7,4,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,Modification,22434216,BasicXform,7,4,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation2,95649830,BasicXform,8,4,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation2,22449744,BasicXform,8,4,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation2,54662764,BasicXform,8,4,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation2,65405432,BasicXform,8,4,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,Modification,656614,BasicXform,9,4,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,Modification,22607648,BasicXform,9,4,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation2,63311110,BasicXform,10,4,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation2,22621848,BasicXform,10,4,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation2,65578864,BasicXform,10,4,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation2,54836196,BasicXform,10,4,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,Modification,361673,BasicXform,11,4,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,Modification,22648736,BasicXform,11,4,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation2,58816125,BasicXform,12,4,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation2,22679776,BasicXform,12,4,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation2,54877404,BasicXform,12,4,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation2,65620168,BasicXform,12,4,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,Modification,333760,BasicXform,13,4,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,Modification,22710896,BasicXform,13,4,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation2,58122408,BasicXform,14,4,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation2,22733344,BasicXform,14,4,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation2,87167456,BasicXform,14,4,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation2,54939444,BasicXform,14,4,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,EMFResourceInitialization,261356,BasicXform,1,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,EMFResourceInitialization,11452688,BasicXform,1,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,Generation,24514828725,BasicXform,2,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,Generation,774640832,BasicXform,2,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,Initialization,2254294016,BasicXform,3,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,Initialization,324736488,BasicXform,3,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,3,StatisticBasedCase,Initialization,915009839,BasicXform,3,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,3,StatisticBasedCase,Initialization,1555410992,BasicXform,3,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation1,493945375,BasicXform,4,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation1,362638136,BasicXform,4,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation1,495672272,BasicXform,4,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation1,667532192,BasicXform,4,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,Modification,711614,BasicXform,5,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,Modification,362683024,BasicXform,5,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,684398549,BasicXform,6,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,362711056,BasicXform,6,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,583669520,BasicXform,6,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,741516624,BasicXform,6,32,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,Modification,676477,BasicXform,7,32,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,Modification,362726208,BasicXform,7,32,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,617157297,BasicXform,8,32,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,362739304,BasicXform,8,32,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,584651716,BasicXform,8,32,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,743169552,BasicXform,8,32,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,Modification,684772,BasicXform,9,32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,Modification,362753704,BasicXform,9,32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,593544468,BasicXform,10,32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,362766824,BasicXform,10,32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,584679308,BasicXform,10,32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,743197240,BasicXform,10,32,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,Modification,651072,BasicXform,11,32,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,Modification,362781408,BasicXform,11,32,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,575545128,BasicXform,12,32,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,362794768,BasicXform,12,32,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,584706928,BasicXform,12,32,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,743224752,BasicXform,12,32,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,Modification,654031,BasicXform,13,32,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,Modification,362809512,BasicXform,13,32,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,623990050,BasicXform,14,32,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,362822608,BasicXform,14,32,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,584735056,BasicXform,14,32,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,743252928,BasicXform,14,32,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,EMFResourceInitialization,307020,BasicXform,1,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,EMFResourceInitialization,11819472,BasicXform,1,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,Generation,140271264463,BasicXform,2,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,Generation,3403289928,BasicXform,2,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,Initialization,16763774007,BasicXform,3,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,Initialization,1643959320,BasicXform,3,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,StatisticBasedCase,Initialization,1442030638,BasicXform,3,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,StatisticBasedCase,Initialization,3012547824,BasicXform,3,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation1,1029542262,BasicXform,4,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation1,1736679816,BasicXform,4,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation1,2082358098,BasicXform,4,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation1,2325433320,BasicXform,4,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,Modification,1245209,BasicXform,5,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,Modification,1736765720,BasicXform,5,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation2,1972265626,BasicXform,6,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation2,1736821280,BasicXform,6,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation2,2107897448,BasicXform,6,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation2,2546507040,BasicXform,6,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,Modification,1229130,BasicXform,7,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,Modification,1736848832,BasicXform,7,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation2,1878536272,BasicXform,8,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation2,1736862840,BasicXform,8,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation2,2544268720,BasicXform,8,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation2,2115327018,BasicXform,8,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,Modification,1177506,BasicXform,9,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,Modification,1736888648,BasicXform,9,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation2,1867744775,BasicXform,10,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation2,1736902760,BasicXform,10,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation2,2542773184,BasicXform,10,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation2,2114647256,BasicXform,10,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,Modification,1155640,BasicXform,11,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,Modification,1736928720,BasicXform,11,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation2,1862067105,BasicXform,12,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation2,1736943072,BasicXform,12,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation2,2114212205,BasicXform,12,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation2,2541799672,BasicXform,12,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,Modification,1537056,BasicXform,13,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,Modification,1736969192,BasicXform,13,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation2,1858594203,BasicXform,14,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation2,1736983256,BasicXform,14,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation2,2555821152,BasicXform,14,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation2,2120806434,BasicXform,14,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,StatisticBasedCase,EMFResourceInitialization,289074,BasicXform,1,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Memory,1,StatisticBasedCase,EMFResourceInitialization,11175000,BasicXform,1,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Time,1,StatisticBasedCase,Generation,544292508,BasicXform,2,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Memory,1,StatisticBasedCase,Generation,24167000,BasicXform,2,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Time,1,StatisticBasedCase,Initialization,165150992,BasicXform,3,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Memory,1,StatisticBasedCase,Initialization,14252688,BasicXform,3,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
AverageMemory,1,StatisticBasedCase,Initialization,43892744,BasicXform,3,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
PeakMemory,1,StatisticBasedCase,Initialization,54635440,BasicXform,3,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation1,593366903,BasicXform,4,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation1,15662032,BasicXform,4,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation1,67966668,BasicXform,4,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation1,100194784,BasicXform,4,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Time,1,StatisticBasedCase,Modification,333180,BasicXform,5,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Memory,1,StatisticBasedCase,Modification,15661800,BasicXform,5,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation2,203708069,BasicXform,6,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation2,15671600,BasicXform,6,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation2,123089072,BasicXform,6,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation2,80118376,BasicXform,6,4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Time,1,StatisticBasedCase,Modification,195220,BasicXform,7,4,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Memory,1,StatisticBasedCase,Modification,15672360,BasicXform,7,4,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation2,107858297,BasicXform,8,4,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation2,15679224,BasicXform,8,4,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation2,69386256,BasicXform,8,4,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation2,101614272,BasicXform,8,4,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Time,1,StatisticBasedCase,Modification,143499,BasicXform,9,4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Memory,1,StatisticBasedCase,Modification,15680008,BasicXform,9,4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation2,88803599,BasicXform,10,4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation2,15686928,BasicXform,10,4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation2,69394000,BasicXform,10,4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation2,101622112,BasicXform,10,4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Time,1,StatisticBasedCase,Modification,104171,BasicXform,11,4,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Memory,1,StatisticBasedCase,Modification,15687704,BasicXform,11,4,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
