MetricName,Iteration,RunIndex,Scenario,Sequence,Size,CaseName,MetricValue,PhaseName,Tool
Memory,2,3,BasicXform,7,8,StatisticBasedCase,12720264,Modification,BATCH_OPTIMIZED-TEMPLATE
Time,2,3,BasicXform,8,8,StatisticBasedCase,7286145468,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Memory,2,3,BasicXform,8,8,StatisticBasedCase,13238264,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,3,BasicXform,8,8,StatisticBasedCase,791243185,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,3,BasicXform,8,8,StatisticBasedCase,1444409328,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Time,3,3,BasicXform,9,8,StatisticBasedCase,104629,Modification,BATCH_OPTIMIZED-TEMPLATE
Memory,3,3,BasicXform,9,8,StatisticBasedCase,13238360,Modification,BATCH_OPTIMIZED-TEMPLATE
Time,3,3,BasicXform,10,8,StatisticBasedCase,7293335298,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Memory,3,3,BasicXform,10,8,StatisticBasedCase,13708168,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,3,3,BasicXform,10,8,StatisticBasedCase,1445885840,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,3,3,BasicXform,10,8,StatisticBasedCase,779246115,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Time,4,3,BasicXform,11,8,StatisticBasedCase,101613,Modification,BATCH_OPTIMIZED-TEMPLATE
Memory,4,3,BasicXform,11,8,StatisticBasedCase,13708288,Modification,BATCH_OPTIMIZED-TEMPLATE
Time,4,3,BasicXform,12,8,StatisticBasedCase,7310832085,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Memory,4,3,BasicXform,12,8,StatisticBasedCase,14278160,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,4,3,BasicXform,12,8,StatisticBasedCase,1446552448,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,4,3,BasicXform,12,8,StatisticBasedCase,776530349,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Time,5,3,BasicXform,13,8,StatisticBasedCase,119672,Modification,BATCH_OPTIMIZED-TEMPLATE
Memory,5,3,BasicXform,13,8,StatisticBasedCase,14278256,Modification,BATCH_OPTIMIZED-TEMPLATE
Time,5,3,BasicXform,14,8,StatisticBasedCase,7377663235,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Memory,5,3,BasicXform,14,8,StatisticBasedCase,14751080,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,5,3,BasicXform,14,8,StatisticBasedCase,732695774,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,5,3,BasicXform,14,8,StatisticBasedCase,1446933928,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Time,1,4,BasicXform,1,64,StatisticBasedCase,508299,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Memory,1,4,BasicXform,1,64,StatisticBasedCase,10237328,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Time,1,4,BasicXform,2,64,StatisticBasedCase,81143091651,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Memory,1,4,BasicXform,2,64,StatisticBasedCase,1813551464,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Time,1,4,BasicXform,3,64,StatisticBasedCase,1858344571,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Memory,1,4,BasicXform,3,64,StatisticBasedCase,203860776,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
AverageMemory,1,4,BasicXform,3,64,StatisticBasedCase,351319794,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
PeakMemory,1,4,BasicXform,3,64,StatisticBasedCase,678440976,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Time,1,4,BasicXform,4,64,StatisticBasedCase,2383513193,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Memory,1,4,BasicXform,4,64,StatisticBasedCase,329854312,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
AverageMemory,1,4,BasicXform,4,64,StatisticBasedCase,702359251,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
PeakMemory,1,4,BasicXform,4,64,StatisticBasedCase,1132322872,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Time,1,4,BasicXform,5,64,StatisticBasedCase,2220912,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Memory,1,4,BasicXform,5,64,StatisticBasedCase,329855032,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Time,1,4,BasicXform,6,64,StatisticBasedCase,1218436533,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Memory,1,4,BasicXform,6,64,StatisticBasedCase,329868184,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
AverageMemory,1,4,BasicXform,6,64,StatisticBasedCase,794185877,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
PeakMemory,1,4,BasicXform,6,64,StatisticBasedCase,1103739160,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Time,2,4,BasicXform,7,64,StatisticBasedCase,733298,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Memory,2,4,BasicXform,7,64,StatisticBasedCase,329867664,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Time,2,4,BasicXform,8,64,StatisticBasedCase,1168101566,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Memory,2,4,BasicXform,8,64,StatisticBasedCase,329868184,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
AverageMemory,2,4,BasicXform,8,64,StatisticBasedCase,817693024,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
PeakMemory,2,4,BasicXform,8,64,StatisticBasedCase,1122583440,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Time,3,4,BasicXform,9,64,StatisticBasedCase,650714,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Memory,3,4,BasicXform,9,64,StatisticBasedCase,329868680,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Time,3,4,BasicXform,10,64,StatisticBasedCase,1128495775,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Memory,3,4,BasicXform,10,64,StatisticBasedCase,329882520,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
AverageMemory,3,4,BasicXform,10,64,StatisticBasedCase,823513693,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
PeakMemory,3,4,BasicXform,10,64,StatisticBasedCase,1115654496,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Time,4,4,BasicXform,11,64,StatisticBasedCase,665515,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Memory,4,4,BasicXform,11,64,StatisticBasedCase,329882944,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Time,4,4,BasicXform,12,64,StatisticBasedCase,1101048322,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Memory,4,4,BasicXform,12,64,StatisticBasedCase,329885176,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
PeakMemory,4,4,BasicXform,12,64,StatisticBasedCase,1110635064,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
AverageMemory,4,4,BasicXform,12,64,StatisticBasedCase,830365362,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Time,5,4,BasicXform,13,64,StatisticBasedCase,591489,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Memory,5,4,BasicXform,13,64,StatisticBasedCase,329885600,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Time,5,4,BasicXform,14,64,StatisticBasedCase,1081434433,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Memory,5,4,BasicXform,14,64,StatisticBasedCase,329888424,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
AverageMemory,5,4,BasicXform,14,64,StatisticBasedCase,828338792,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
PeakMemory,5,4,BasicXform,14,64,StatisticBasedCase,1107472080,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Time,1,1,BasicXform,1,64,StatisticBasedCase,377905,EMFResourceInitialization,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,1,1,BasicXform,1,64,StatisticBasedCase,10522736,EMFResourceInitialization,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,1,1,BasicXform,2,64,StatisticBasedCase,80510306870,Generation,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,1,1,BasicXform,2,64,StatisticBasedCase,1783993624,Generation,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,1,1,BasicXform,3,64,StatisticBasedCase,13048640927,Initialization,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,1,1,BasicXform,3,64,StatisticBasedCase,1070507448,Initialization,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
PeakMemory,1,1,BasicXform,3,64,StatisticBasedCase,3261219808,Initialization,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
AverageMemory,1,1,BasicXform,3,64,StatisticBasedCase,1284364783,Initialization,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,1,1,BasicXform,4,64,StatisticBasedCase,18991719653,M2MTransformation1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,1,1,BasicXform,4,64,StatisticBasedCase,2102337144,M2MTransformation1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
PeakMemory,1,1,BasicXform,4,64,StatisticBasedCase,4487154496,M2MTransformation1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
AverageMemory,1,1,BasicXform,4,64,StatisticBasedCase,2422571011,M2MTransformation1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,1,1,BasicXform,5,64,StatisticBasedCase,3435175,Modification,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,1,1,BasicXform,5,64,StatisticBasedCase,2102378128,Modification,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,1,1,BasicXform,6,64,StatisticBasedCase,4025,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,1,1,BasicXform,6,64,StatisticBasedCase,2102379008,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
PeakMemory,1,1,BasicXform,6,64,StatisticBasedCase,2150597200,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
AverageMemory,1,1,BasicXform,6,64,StatisticBasedCase,1917821580,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,2,1,BasicXform,7,64,StatisticBasedCase,4086189,Modification,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,2,1,BasicXform,7,64,StatisticBasedCase,2102525016,Modification,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,2,1,BasicXform,8,64,StatisticBasedCase,4855,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,2,1,BasicXform,8,64,StatisticBasedCase,2102525896,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
PeakMemory,2,1,BasicXform,8,64,StatisticBasedCase,2150744088,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
AverageMemory,2,1,BasicXform,8,64,StatisticBasedCase,2027020372,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,3,1,BasicXform,9,64,StatisticBasedCase,2781824,Modification,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,3,1,BasicXform,9,64,StatisticBasedCase,2102557096,Modification,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,3,1,BasicXform,10,64,StatisticBasedCase,4108,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,3,1,BasicXform,10,64,StatisticBasedCase,2102557976,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
PeakMemory,3,1,BasicXform,10,64,StatisticBasedCase,2150776168,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
AverageMemory,3,1,BasicXform,10,64,StatisticBasedCase,2089704868,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,4,1,BasicXform,11,64,StatisticBasedCase,3283668,Modification,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,4,1,BasicXform,11,64,StatisticBasedCase,2102591144,Modification,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,4,1,BasicXform,12,64,StatisticBasedCase,13138,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,4,1,BasicXform,12,64,StatisticBasedCase,2102592848,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
AverageMemory,4,1,BasicXform,12,64,StatisticBasedCase,2142167724,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
PeakMemory,4,1,BasicXform,12,64,StatisticBasedCase,2150810240,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,5,1,BasicXform,13,64,StatisticBasedCase,2605160,Modification,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,5,1,BasicXform,13,64,StatisticBasedCase,2102624008,Modification,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,5,1,BasicXform,14,64,StatisticBasedCase,3930,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,5,1,BasicXform,14,64,StatisticBasedCase,2102624888,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
PeakMemory,5,1,BasicXform,14,64,StatisticBasedCase,2150843080,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
AverageMemory,5,1,BasicXform,14,64,StatisticBasedCase,2126734084,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,1,2,BasicXform,1,64,StatisticBasedCase,586646,EMFResourceInitialization,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,2,BasicXform,1,64,StatisticBasedCase,10194848,EMFResourceInitialization,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,2,BasicXform,2,64,StatisticBasedCase,80971365583,Generation,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,2,BasicXform,2,64,StatisticBasedCase,1720808344,Generation,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,2,BasicXform,3,64,StatisticBasedCase,5325077409,Initialization,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,2,BasicXform,3,64,StatisticBasedCase,458334616,Initialization,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,1,2,BasicXform,3,64,StatisticBasedCase,1186800813,Initialization,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,1,2,BasicXform,3,64,StatisticBasedCase,2169375792,Initialization,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,2,BasicXform,4,64,StatisticBasedCase,853741479,M2MTransformation1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,2,BasicXform,4,64,StatisticBasedCase,512660528,M2MTransformation1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,1,2,BasicXform,4,64,StatisticBasedCase,806023136,M2MTransformation1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,1,2,BasicXform,4,64,StatisticBasedCase,657013980,M2MTransformation1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,2,BasicXform,5,64,StatisticBasedCase,940193,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,2,BasicXform,5,64,StatisticBasedCase,512668376,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,2,BasicXform,6,64,StatisticBasedCase,924177127,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,2,BasicXform,6,64,StatisticBasedCase,520411376,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,1,2,BasicXform,6,64,StatisticBasedCase,910027200,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,1,2,BasicXform,6,64,StatisticBasedCase,736183044,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,2,BasicXform,7,64,StatisticBasedCase,1006996,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,2,BasicXform,7,64,StatisticBasedCase,520416824,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,2,BasicXform,8,64,StatisticBasedCase,855271852,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,2,BasicXform,8,64,StatisticBasedCase,527363168,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,2,2,BasicXform,8,64,StatisticBasedCase,743931464,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,2,2,BasicXform,8,64,StatisticBasedCase,968432320,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Time,3,2,BasicXform,9,64,StatisticBasedCase,853665,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Memory,3,2,BasicXform,9,64,StatisticBasedCase,527366896,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Time,3,2,BasicXform,10,64,StatisticBasedCase,810361797,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Memory,3,2,BasicXform,10,64,StatisticBasedCase,533806208,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,3,2,BasicXform,10,64,StatisticBasedCase,924725688,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,3,2,BasicXform,10,64,StatisticBasedCase,750881548,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Time,4,2,BasicXform,11,64,StatisticBasedCase,706544,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Memory,4,2,BasicXform,11,64,StatisticBasedCase,533810864,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Time,4,2,BasicXform,12,64,StatisticBasedCase,770258726,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Memory,4,2,BasicXform,12,64,StatisticBasedCase,541261040,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,4,2,BasicXform,12,64,StatisticBasedCase,931169560,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,4,2,BasicXform,12,64,StatisticBasedCase,757325480,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Time,5,2,BasicXform,13,64,StatisticBasedCase,758057,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Memory,5,2,BasicXform,13,64,StatisticBasedCase,541266112,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Time,5,2,BasicXform,14,64,StatisticBasedCase,788078933,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Memory,5,2,BasicXform,14,64,StatisticBasedCase,549800424,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,5,2,BasicXform,14,64,StatisticBasedCase,764780716,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,5,2,BasicXform,14,64,StatisticBasedCase,938624808,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,1,BasicXform,1,2,StatisticBasedCase,223499,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Memory,1,1,BasicXform,1,2,StatisticBasedCase,9534568,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Time,1,1,BasicXform,2,2,StatisticBasedCase,108227771,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Memory,1,1,BasicXform,2,2,StatisticBasedCase,11912184,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Time,1,1,BasicXform,3,2,StatisticBasedCase,6314311,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Memory,1,1,BasicXform,3,2,StatisticBasedCase,10293904,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
AverageMemory,1,1,BasicXform,3,2,StatisticBasedCase,31254504,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
PeakMemory,1,1,BasicXform,3,2,StatisticBasedCase,52729360,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Time,1,1,BasicXform,4,2,StatisticBasedCase,56844100,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Memory,1,1,BasicXform,4,2,StatisticBasedCase,11823432,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
PeakMemory,1,1,BasicXform,4,2,StatisticBasedCase,74719008,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
AverageMemory,1,1,BasicXform,4,2,StatisticBasedCase,53244172,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Time,1,1,BasicXform,5,2,StatisticBasedCase,304475,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Memory,1,1,BasicXform,5,2,StatisticBasedCase,11823808,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Time,1,1,BasicXform,6,2,StatisticBasedCase,46118688,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Memory,1,1,BasicXform,6,2,StatisticBasedCase,11830808,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
AverageMemory,1,1,BasicXform,6,2,StatisticBasedCase,33299440,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
PeakMemory,1,1,BasicXform,6,2,StatisticBasedCase,33299440,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Time,2,1,BasicXform,7,2,StatisticBasedCase,193995,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Memory,2,1,BasicXform,7,2,StatisticBasedCase,11831192,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Time,2,1,BasicXform,8,2,StatisticBasedCase,46318022,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Memory,2,1,BasicXform,8,2,StatisticBasedCase,11844376,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
PeakMemory,2,1,BasicXform,8,2,StatisticBasedCase,76256528,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
AverageMemory,2,1,BasicXform,8,2,StatisticBasedCase,44044248,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Time,3,1,BasicXform,9,2,StatisticBasedCase,204546,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Memory,3,1,BasicXform,9,2,StatisticBasedCase,11844760,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Time,3,1,BasicXform,10,2,StatisticBasedCase,51037516,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Memory,3,1,BasicXform,10,2,StatisticBasedCase,11851360,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
PeakMemory,3,1,BasicXform,10,2,StatisticBasedCase,54795256,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
AverageMemory,3,1,BasicXform,10,2,StatisticBasedCase,44057824,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Time,4,1,BasicXform,11,2,StatisticBasedCase,212569,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Memory,4,1,BasicXform,11,2,StatisticBasedCase,11851832,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Time,4,1,BasicXform,12,2,StatisticBasedCase,49878438,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
Memory,4,1,BasicXform,12,2,StatisticBasedCase,11856496,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
PeakMemory,4,1,BasicXform,12,2,StatisticBasedCase,76277208,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
AverageMemory,4,1,BasicXform,12,2,StatisticBasedCase,44064920,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
