MetricName,Iteration,RunIndex,Scenario,Sequence,Size,CaseName,MetricValue,PhaseName,Tool
Memory,2,3,BasicXform,8,8,StatisticBasedCase,26363104,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
AverageMemory,2,3,BasicXform,8,8,StatisticBasedCase,37100584,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
PeakMemory,2,3,BasicXform,8,8,StatisticBasedCase,47837864,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,3,3,BasicXform,9,8,StatisticBasedCase,1634881,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,3,3,BasicXform,9,8,StatisticBasedCase,26388320,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,3,3,BasicXform,10,8,StatisticBasedCase,4399,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,3,3,BasicXform,10,8,StatisticBasedCase,26389192,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
PeakMemory,3,3,BasicXform,10,8,StatisticBasedCase,47863952,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
AverageMemory,3,3,BasicXform,10,8,StatisticBasedCase,37126672,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,4,3,BasicXform,11,8,StatisticBasedCase,2283172,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,4,3,BasicXform,11,8,StatisticBasedCase,26415296,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,4,3,BasicXform,12,8,StatisticBasedCase,4208,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,4,3,BasicXform,12,8,StatisticBasedCase,26416192,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
PeakMemory,4,3,BasicXform,12,8,StatisticBasedCase,47890952,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
AverageMemory,4,3,BasicXform,12,8,StatisticBasedCase,37153672,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,5,3,BasicXform,13,8,StatisticBasedCase,1924366,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,5,3,BasicXform,13,8,StatisticBasedCase,26441704,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,5,3,BasicXform,14,8,StatisticBasedCase,4095,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,5,3,BasicXform,14,8,StatisticBasedCase,26442576,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
AverageMemory,5,3,BasicXform,14,8,StatisticBasedCase,37180056,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
PeakMemory,5,3,BasicXform,14,8,StatisticBasedCase,47917336,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,1,4,BasicXform,1,64,StatisticBasedCase,186203,EMFResourceInitialization,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,1,4,BasicXform,1,64,StatisticBasedCase,10526448,EMFResourceInitialization,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,1,4,BasicXform,2,64,StatisticBasedCase,77177830364,Generation,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,1,4,BasicXform,2,64,StatisticBasedCase,1783990536,Generation,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,1,4,BasicXform,3,64,StatisticBasedCase,12875162042,Initialization,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,1,4,BasicXform,3,64,StatisticBasedCase,1070488648,Initialization,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
PeakMemory,1,4,BasicXform,3,64,StatisticBasedCase,3311761960,Initialization,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
AverageMemory,1,4,BasicXform,3,64,StatisticBasedCase,1282314719,Initialization,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,1,4,BasicXform,4,64,StatisticBasedCase,19220391086,M2MTransformation1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,1,4,BasicXform,4,64,StatisticBasedCase,2102281680,M2MTransformation1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
PeakMemory,1,4,BasicXform,4,64,StatisticBasedCase,4527490032,M2MTransformation1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
AverageMemory,1,4,BasicXform,4,64,StatisticBasedCase,2400719814,M2MTransformation1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,1,4,BasicXform,5,64,StatisticBasedCase,3623110,Modification,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,1,4,BasicXform,5,64,StatisticBasedCase,2102323208,Modification,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,1,4,BasicXform,6,64,StatisticBasedCase,4030,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,1,4,BasicXform,6,64,StatisticBasedCase,2102324056,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
PeakMemory,1,4,BasicXform,6,64,StatisticBasedCase,2151114640,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
AverageMemory,1,4,BasicXform,6,64,StatisticBasedCase,2126719464,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,2,4,BasicXform,7,64,StatisticBasedCase,4284421,Modification,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,2,4,BasicXform,7,64,StatisticBasedCase,2102469544,Modification,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,2,4,BasicXform,8,64,StatisticBasedCase,3864,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,2,4,BasicXform,8,64,StatisticBasedCase,2151344888,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
PeakMemory,2,4,BasicXform,8,64,StatisticBasedCase,2151260976,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
AverageMemory,2,4,BasicXform,8,64,StatisticBasedCase,2126865800,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,3,4,BasicXform,9,64,StatisticBasedCase,2946369,Modification,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,3,4,BasicXform,9,64,StatisticBasedCase,2102501792,Modification,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,3,4,BasicXform,10,64,StatisticBasedCase,3929,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,3,4,BasicXform,10,64,StatisticBasedCase,2102502672,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
PeakMemory,3,4,BasicXform,10,64,StatisticBasedCase,2151293224,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
AverageMemory,3,4,BasicXform,10,64,StatisticBasedCase,2089673600,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,4,4,BasicXform,11,64,StatisticBasedCase,2903472,Modification,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,4,4,BasicXform,11,64,StatisticBasedCase,2102534936,Modification,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,4,4,BasicXform,12,64,StatisticBasedCase,4940,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,4,4,BasicXform,12,64,StatisticBasedCase,2102535808,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
AverageMemory,4,4,BasicXform,12,64,StatisticBasedCase,2111464720,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
PeakMemory,4,4,BasicXform,12,64,StatisticBasedCase,2151326392,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,5,4,BasicXform,13,64,StatisticBasedCase,2479790,Modification,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,5,4,BasicXform,13,64,StatisticBasedCase,2102568704,Modification,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,5,4,BasicXform,14,64,StatisticBasedCase,4208,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Memory,5,4,BasicXform,14,64,StatisticBasedCase,2102569584,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
PeakMemory,5,4,BasicXform,14,64,StatisticBasedCase,2151360136,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
AverageMemory,5,4,BasicXform,14,64,StatisticBasedCase,2132994272,M2MTransformation2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE
Time,1,3,BasicXform,1,64,StatisticBasedCase,257670,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,1,3,BasicXform,1,64,StatisticBasedCase,10237576,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,1,3,BasicXform,2,64,StatisticBasedCase,85032240832,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,1,3,BasicXform,2,64,StatisticBasedCase,1813569056,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,1,3,BasicXform,3,64,StatisticBasedCase,3893344766,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,1,3,BasicXform,3,64,StatisticBasedCase,281510856,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
AverageMemory,1,3,BasicXform,3,64,StatisticBasedCase,576874732,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
PeakMemory,1,3,BasicXform,3,64,StatisticBasedCase,1037176840,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,1,3,BasicXform,4,64,StatisticBasedCase,1401703520,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,1,3,BasicXform,4,64,StatisticBasedCase,312101112,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
AverageMemory,1,3,BasicXform,4,64,StatisticBasedCase,718185904,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
PeakMemory,1,3,BasicXform,4,64,StatisticBasedCase,1061274792,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,1,3,BasicXform,5,64,StatisticBasedCase,971740,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,1,3,BasicXform,5,64,StatisticBasedCase,312101800,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,1,3,BasicXform,6,64,StatisticBasedCase,1228887885,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,1,3,BasicXform,6,64,StatisticBasedCase,312110896,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
PeakMemory,1,3,BasicXform,6,64,StatisticBasedCase,1091800456,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
AverageMemory,1,3,BasicXform,6,64,StatisticBasedCase,790317264,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,2,3,BasicXform,7,64,StatisticBasedCase,635647,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,2,3,BasicXform,7,64,StatisticBasedCase,312110096,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,2,3,BasicXform,8,64,StatisticBasedCase,1162821293,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,2,3,BasicXform,8,64,StatisticBasedCase,312115952,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
PeakMemory,2,3,BasicXform,8,64,StatisticBasedCase,1142780352,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
AverageMemory,2,3,BasicXform,8,64,StatisticBasedCase,813626736,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,3,3,BasicXform,9,64,StatisticBasedCase,581264,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,3,3,BasicXform,9,64,StatisticBasedCase,312116416,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,3,3,BasicXform,10,64,StatisticBasedCase,1135438597,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,3,3,BasicXform,10,64,StatisticBasedCase,312119056,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
AverageMemory,3,3,BasicXform,10,64,StatisticBasedCase,808938368,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
PeakMemory,3,3,BasicXform,10,64,StatisticBasedCase,1102975368,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,4,3,BasicXform,11,64,StatisticBasedCase,668195,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,4,3,BasicXform,11,64,StatisticBasedCase,312119576,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,4,3,BasicXform,12,64,StatisticBasedCase,1120842214,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,4,3,BasicXform,12,64,StatisticBasedCase,312124384,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
PeakMemory,4,3,BasicXform,12,64,StatisticBasedCase,1098020688,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
AverageMemory,4,3,BasicXform,12,64,StatisticBasedCase,815902642,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,5,3,BasicXform,13,64,StatisticBasedCase,319594,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,5,3,BasicXform,13,64,StatisticBasedCase,312124904,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,5,3,BasicXform,14,64,StatisticBasedCase,1117051712,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,5,3,BasicXform,14,64,StatisticBasedCase,312127088,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
PeakMemory,5,3,BasicXform,14,64,StatisticBasedCase,1094893112,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
AverageMemory,5,3,BasicXform,14,64,StatisticBasedCase,813903706,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,1,5,BasicXform,1,2,StatisticBasedCase,795479,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,1,5,BasicXform,1,2,StatisticBasedCase,9554408,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,1,5,BasicXform,2,2,StatisticBasedCase,142788607,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,1,5,BasicXform,2,2,StatisticBasedCase,12012464,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,1,5,BasicXform,3,2,StatisticBasedCase,25579541,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,1,5,BasicXform,3,2,StatisticBasedCase,11533888,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
PeakMemory,1,5,BasicXform,3,2,StatisticBasedCase,52748512,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
AverageMemory,1,5,BasicXform,3,2,StatisticBasedCase,42011088,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,1,5,BasicXform,4,2,StatisticBasedCase,1795234016,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,1,5,BasicXform,4,2,StatisticBasedCase,11944768,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
PeakMemory,1,5,BasicXform,4,2,StatisticBasedCase,977904160,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
AverageMemory,1,5,BasicXform,4,2,StatisticBasedCase,512614946,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,1,5,BasicXform,5,2,StatisticBasedCase,202487,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,1,5,BasicXform,5,2,StatisticBasedCase,11944560,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,1,5,BasicXform,6,2,StatisticBasedCase,1595420418,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,1,5,BasicXform,6,2,StatisticBasedCase,11947760,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
AverageMemory,1,5,BasicXform,6,2,StatisticBasedCase,532928304,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
PeakMemory,1,5,BasicXform,6,2,StatisticBasedCase,983507728,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,2,5,BasicXform,7,2,StatisticBasedCase,126107,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,2,5,BasicXform,7,2,StatisticBasedCase,11947552,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,2,5,BasicXform,8,2,StatisticBasedCase,1600754472,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,2,5,BasicXform,8,2,StatisticBasedCase,11951480,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
PeakMemory,2,5,BasicXform,8,2,StatisticBasedCase,974377080,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
AverageMemory,2,5,BasicXform,8,2,StatisticBasedCase,535007400,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,3,5,BasicXform,9,2,StatisticBasedCase,138928,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,3,5,BasicXform,9,2,StatisticBasedCase,11951272,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,3,5,BasicXform,10,2,StatisticBasedCase,1641553533,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,3,5,BasicXform,10,2,StatisticBasedCase,11955080,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
PeakMemory,3,5,BasicXform,10,2,StatisticBasedCase,1010650048,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
AverageMemory,3,5,BasicXform,10,2,StatisticBasedCase,538910362,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,4,5,BasicXform,11,2,StatisticBasedCase,142267,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,4,5,BasicXform,11,2,StatisticBasedCase,11954896,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,4,5,BasicXform,12,2,StatisticBasedCase,1646909472,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,4,5,BasicXform,12,2,StatisticBasedCase,11957584,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
AverageMemory,4,5,BasicXform,12,2,StatisticBasedCase,536682533,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
PeakMemory,4,5,BasicXform,12,2,StatisticBasedCase,1006173896,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,5,5,BasicXform,13,2,StatisticBasedCase,105497,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,5,5,BasicXform,13,2,StatisticBasedCase,11957376,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,5,5,BasicXform,14,2,StatisticBasedCase,1668215587,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,5,5,BasicXform,14,2,StatisticBasedCase,11961504,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
AverageMemory,5,5,BasicXform,14,2,StatisticBasedCase,535529693,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
PeakMemory,5,5,BasicXform,14,2,StatisticBasedCase,1003988408,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,1,4,BasicXform,1,16,StatisticBasedCase,699017,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,1,4,BasicXform,1,16,StatisticBasedCase,9710808,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,1,4,BasicXform,2,16,StatisticBasedCase,4039927005,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,1,4,BasicXform,2,16,StatisticBasedCase,99823016,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,1,4,BasicXform,3,16,StatisticBasedCase,108320186,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,1,4,BasicXform,3,16,StatisticBasedCase,14195400,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
PeakMemory,1,4,BasicXform,3,16,StatisticBasedCase,76090592,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
AverageMemory,1,4,BasicXform,3,16,StatisticBasedCase,65353168,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,1,4,BasicXform,4,16,StatisticBasedCase,129524141056,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,1,4,BasicXform,4,16,StatisticBasedCase,16812984,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
PeakMemory,1,4,BasicXform,4,16,StatisticBasedCase,3104368176,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
AverageMemory,1,4,BasicXform,4,16,StatisticBasedCase,1082292821,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,1,4,BasicXform,5,16,StatisticBasedCase,762476,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,1,4,BasicXform,5,16,StatisticBasedCase,16812792,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,1,4,BasicXform,6,16,StatisticBasedCase,125234162487,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,1,4,BasicXform,6,16,StatisticBasedCase,16831296,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
AverageMemory,1,4,BasicXform,6,16,StatisticBasedCase,1109001714,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
PeakMemory,1,4,BasicXform,6,16,StatisticBasedCase,3052568024,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,2,4,BasicXform,7,16,StatisticBasedCase,242188,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,2,4,BasicXform,7,16,StatisticBasedCase,16831072,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,2,4,BasicXform,8,16,StatisticBasedCase,125373646892,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,2,4,BasicXform,8,16,StatisticBasedCase,16835184,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
PeakMemory,2,4,BasicXform,8,16,StatisticBasedCase,3040591280,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
AverageMemory,2,4,BasicXform,8,16,StatisticBasedCase,1169205539,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,3,4,BasicXform,9,16,StatisticBasedCase,162312,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,3,4,BasicXform,9,16,StatisticBasedCase,16834960,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,3,4,BasicXform,10,16,StatisticBasedCase,125316064738,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,3,4,BasicXform,10,16,StatisticBasedCase,16838496,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
