MetricValue,CaseName,Scenario,Sequence,Iteration,Size,MetricName,Tool,PhaseName,RunIndex
5220204640,StatisticBasedCase,BasicXform,6,1,64,PeakMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
5629442892,StatisticBasedCase,BasicXform,6,1,64,AverageMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
3799954,StatisticBasedCase,BasicXform,7,2,64,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,5
5197686000,StatisticBasedCase,BasicXform,7,2,64,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,5
4804,StatisticBasedCase,BasicXform,8,2,64,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
5197687128,StatisticBasedCase,BasicXform,8,2,64,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
5221217040,StatisticBasedCase,BasicXform,8,2,64,PeakMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
5046922764,StatisticBasedCase,BasicXform,8,2,64,AverageMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
2598457,StatisticBasedCase,BasicXform,9,3,64,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,5
5197800112,StatisticBasedCase,BasicXform,9,3,64,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,5
4673,StatisticBasedCase,BasicXform,10,3,64,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
5197800960,StatisticBasedCase,BasicXform,10,3,64,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
5282704332,StatisticBasedCase,BasicXform,10,3,64,AverageMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
5221331152,StatisticBasedCase,BasicXform,10,3,64,PeakMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
2814320,StatisticBasedCase,BasicXform,11,4,64,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,5
5197916104,StatisticBasedCase,BasicXform,11,4,64,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,5
4408,StatisticBasedCase,BasicXform,12,4,64,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
5197916976,StatisticBasedCase,BasicXform,12,4,64,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
5222760152,StatisticBasedCase,BasicXform,12,4,64,PeakMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
5200377192,StatisticBasedCase,BasicXform,12,4,64,AverageMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
2387543,StatisticBasedCase,BasicXform,13,5,64,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,5
5198032528,StatisticBasedCase,BasicXform,13,5,64,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,5
7632,StatisticBasedCase,BasicXform,14,5,64,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
5198033376,StatisticBasedCase,BasicXform,14,5,64,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
5225068296,StatisticBasedCase,BasicXform,14,5,64,PeakMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
5212861656,StatisticBasedCase,BasicXform,14,5,64,AverageMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
284809,StatisticBasedCase,BasicXform,1,1,16,Time,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,3
11232392,StatisticBasedCase,BasicXform,1,1,16,Memory,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,3
4135802592,StatisticBasedCase,BasicXform,2,1,16,Time,BATCH_OPTIMIZED-TEMPLATE,Generation,3
193811368,StatisticBasedCase,BasicXform,2,1,16,Memory,BATCH_OPTIMIZED-TEMPLATE,Generation,3
34237,StatisticBasedCase,BasicXform,3,1,16,Time,BATCH_OPTIMIZED-TEMPLATE,Initialization,3
13930800,StatisticBasedCase,BasicXform,3,1,16,Memory,BATCH_OPTIMIZED-TEMPLATE,Initialization,3
56297408,StatisticBasedCase,BasicXform,3,1,16,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,Initialization,3
35114204,StatisticBasedCase,BasicXform,3,1,16,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,Initialization,3
35696030350,StatisticBasedCase,BasicXform,4,1,16,Time,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,3
17829456,StatisticBasedCase,BasicXform,4,1,16,Memory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,3
3461516040,StatisticBasedCase,BasicXform,4,1,16,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,3
993468394,StatisticBasedCase,BasicXform,4,1,16,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,3
242006,StatisticBasedCase,BasicXform,5,1,16,Time,BATCH_OPTIMIZED-TEMPLATE,Modification,3
17829576,StatisticBasedCase,BasicXform,5,1,16,Memory,BATCH_OPTIMIZED-TEMPLATE,Modification,3
36415814755,StatisticBasedCase,BasicXform,6,1,16,Time,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,3
18873408,StatisticBasedCase,BasicXform,6,1,16,Memory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,3
3182549584,StatisticBasedCase,BasicXform,6,1,16,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,3
1157925788,StatisticBasedCase,BasicXform,6,1,16,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,3
132578,StatisticBasedCase,BasicXform,7,2,16,Time,BATCH_OPTIMIZED-TEMPLATE,Modification,3
18873528,StatisticBasedCase,BasicXform,7,2,16,Memory,BATCH_OPTIMIZED-TEMPLATE,Modification,3
35836411652,StatisticBasedCase,BasicXform,8,2,16,Time,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,3
19820640,StatisticBasedCase,BasicXform,8,2,16,Memory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,3
3174616824,StatisticBasedCase,BasicXform,8,2,16,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,3
1087957789,StatisticBasedCase,BasicXform,8,2,16,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,3
95654,StatisticBasedCase,BasicXform,9,3,16,Time,BATCH_OPTIMIZED-TEMPLATE,Modification,3
19820760,StatisticBasedCase,BasicXform,9,3,16,Memory,BATCH_OPTIMIZED-TEMPLATE,Modification,3
36885104770,StatisticBasedCase,BasicXform,10,3,16,Time,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,3
20966320,StatisticBasedCase,BasicXform,10,3,16,Memory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,3
3168510792,StatisticBasedCase,BasicXform,10,3,16,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,3
1254518448,StatisticBasedCase,BasicXform,10,3,16,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,3
119177,StatisticBasedCase,BasicXform,11,4,16,Time,BATCH_OPTIMIZED-TEMPLATE,Modification,3
20966504,StatisticBasedCase,BasicXform,11,4,16,Memory,BATCH_OPTIMIZED-TEMPLATE,Modification,3
36056557882,StatisticBasedCase,BasicXform,12,4,16,Time,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,3
21917248,StatisticBasedCase,BasicXform,12,4,16,Memory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,3
918998140,StatisticBasedCase,BasicXform,12,4,16,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,3
3167305408,StatisticBasedCase,BasicXform,12,4,16,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,3
127240,StatisticBasedCase,BasicXform,13,5,16,Time,BATCH_OPTIMIZED-TEMPLATE,Modification,3
21917368,StatisticBasedCase,BasicXform,13,5,16,Memory,BATCH_OPTIMIZED-TEMPLATE,Modification,3
35983342379,StatisticBasedCase,BasicXform,14,5,16,Time,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,3
22869440,StatisticBasedCase,BasicXform,14,5,16,Memory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,3
3159777528,StatisticBasedCase,BasicXform,14,5,16,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,3
1099518922,StatisticBasedCase,BasicXform,14,5,16,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,3
183332,StatisticBasedCase,BasicXform,1,1,2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,EMFResourceInitialization,4
11230696,StatisticBasedCase,BasicXform,1,1,2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,EMFResourceInitialization,4
96022259,StatisticBasedCase,BasicXform,2,1,2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Generation,4
15336168,StatisticBasedCase,BasicXform,2,1,2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Generation,4
50005157,StatisticBasedCase,BasicXform,3,1,2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Initialization,4
13940120,StatisticBasedCase,BasicXform,3,1,2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Initialization,4
54421228,StatisticBasedCase,BasicXform,3,1,2,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Initialization,4
97370920,StatisticBasedCase,BasicXform,3,1,2,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Initialization,4
236131028,StatisticBasedCase,BasicXform,4,1,2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation1,4
14410488,StatisticBasedCase,BasicXform,4,1,2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation1,4
142793880,StatisticBasedCase,BasicXform,4,1,2,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation1,4
89104716,StatisticBasedCase,BasicXform,4,1,2,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation1,4
143174,StatisticBasedCase,BasicXform,5,1,2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Modification,4
14410656,StatisticBasedCase,BasicXform,5,1,2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Modification,4
231322509,StatisticBasedCase,BasicXform,6,1,2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
14414800,StatisticBasedCase,BasicXform,6,1,2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
78835968,StatisticBasedCase,BasicXform,6,1,2,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
121785680,StatisticBasedCase,BasicXform,6,1,2,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
166086,StatisticBasedCase,BasicXform,7,2,2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Modification,4
14415008,StatisticBasedCase,BasicXform,7,2,2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Modification,4
259352452,StatisticBasedCase,BasicXform,8,2,2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
14420552,StatisticBasedCase,BasicXform,8,2,2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
143264888,StatisticBasedCase,BasicXform,8,2,2,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
78840320,StatisticBasedCase,BasicXform,8,2,2,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
203111,StatisticBasedCase,BasicXform,9,3,2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Modification,4
14420720,StatisticBasedCase,BasicXform,9,3,2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Modification,4
325147755,StatisticBasedCase,BasicXform,10,3,2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
14425296,StatisticBasedCase,BasicXform,10,3,2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
143274680,StatisticBasedCase,BasicXform,10,3,2,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
78848072,StatisticBasedCase,BasicXform,10,3,2,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
159040,StatisticBasedCase,BasicXform,11,4,2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Modification,4
14425456,StatisticBasedCase,BasicXform,11,4,2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Modification,4
285494749,StatisticBasedCase,BasicXform,12,4,2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
14428928,StatisticBasedCase,BasicXform,12,4,2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
121804584,StatisticBasedCase,BasicXform,12,4,2,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
78852832,StatisticBasedCase,BasicXform,12,4,2,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
134924,StatisticBasedCase,BasicXform,13,5,2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Modification,4
14429096,StatisticBasedCase,BasicXform,13,5,2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Modification,4
237614220,StatisticBasedCase,BasicXform,14,5,2,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
14432184,StatisticBasedCase,BasicXform,14,5,2,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
89591848,StatisticBasedCase,BasicXform,14,5,2,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
143279000,StatisticBasedCase,BasicXform,14,5,2,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
187430,StatisticBasedCase,BasicXform,1,1,8,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,1
11285368,StatisticBasedCase,BasicXform,1,1,8,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,1
953533964,StatisticBasedCase,BasicXform,2,1,8,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Generation,1
56404248,StatisticBasedCase,BasicXform,2,1,8,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Generation,1
74230804,StatisticBasedCase,BasicXform,3,1,8,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,1
24323360,StatisticBasedCase,BasicXform,3,1,8,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,1
59151112,StatisticBasedCase,BasicXform,3,1,8,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,1
85226744,StatisticBasedCase,BasicXform,3,1,8,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,1
98605334,StatisticBasedCase,BasicXform,4,1,8,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,1
33329912,StatisticBasedCase,BasicXform,4,1,8,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,1
65737552,StatisticBasedCase,BasicXform,4,1,8,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,1
86444408,StatisticBasedCase,BasicXform,4,1,8,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,1
467516,StatisticBasedCase,BasicXform,5,1,8,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1
33343560,StatisticBasedCase,BasicXform,5,1,8,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1
122248755,StatisticBasedCase,BasicXform,6,1,8,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
33364360,StatisticBasedCase,BasicXform,6,1,8,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
95464936,StatisticBasedCase,BasicXform,6,1,8,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
74758064,StatisticBasedCase,BasicXform,6,1,8,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
531997,StatisticBasedCase,BasicXform,7,2,8,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1
33400712,StatisticBasedCase,BasicXform,7,2,8,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1
114295470,StatisticBasedCase,BasicXform,8,2,8,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
33429152,StatisticBasedCase,BasicXform,8,2,8,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
95522120,StatisticBasedCase,BasicXform,8,2,8,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
74815232,StatisticBasedCase,BasicXform,8,2,8,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
327216,StatisticBasedCase,BasicXform,9,3,8,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1
33453152,StatisticBasedCase,BasicXform,9,3,8,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1
105211599,StatisticBasedCase,BasicXform,10,3,8,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
33475328,StatisticBasedCase,BasicXform,10,3,8,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
74867672,StatisticBasedCase,BasicXform,10,3,8,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
117049416,StatisticBasedCase,BasicXform,10,3,8,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
304441,StatisticBasedCase,BasicXform,11,4,8,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1
33487200,StatisticBasedCase,BasicXform,11,4,8,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1
100393579,StatisticBasedCase,BasicXform,12,4,8,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
33507792,StatisticBasedCase,BasicXform,12,4,8,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
74901776,StatisticBasedCase,BasicXform,12,4,8,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
95608696,StatisticBasedCase,BasicXform,12,4,8,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
261701,StatisticBasedCase,BasicXform,13,5,8,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1
33519504,StatisticBasedCase,BasicXform,13,5,8,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1
94520584,StatisticBasedCase,BasicXform,14,5,8,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
33539896,StatisticBasedCase,BasicXform,14,5,8,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
74934044,StatisticBasedCase,BasicXform,14,5,8,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
95640952,StatisticBasedCase,BasicXform,14,5,8,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
263623,StatisticBasedCase,BasicXform,1,1,64,Time,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,EMFResourceInitialization,5
11994592,StatisticBasedCase,BasicXform,1,1,64,Memory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,EMFResourceInitialization,5
103946558300,StatisticBasedCase,BasicXform,2,1,64,Time,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Generation,5
3332397184,StatisticBasedCase,BasicXform,2,1,64,Memory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Generation,5
12170085272,StatisticBasedCase,BasicXform,3,1,64,Time,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Initialization,5
1670193160,StatisticBasedCase,BasicXform,3,1,64,Memory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Initialization,5
3562156184,StatisticBasedCase,BasicXform,3,1,64,PeakMemory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Initialization,5
1425430196,StatisticBasedCase,BasicXform,3,1,64,AverageMemory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Initialization,5
1577796011,StatisticBasedCase,BasicXform,4,1,64,Time,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation1,5
1816175096,StatisticBasedCase,BasicXform,4,1,64,Memory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation1,5
2385535720,StatisticBasedCase,BasicXform,4,1,64,PeakMemory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation1,5
2075556426,StatisticBasedCase,BasicXform,4,1,64,AverageMemory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation1,5
19034911,StatisticBasedCase,BasicXform,5,1,64,Time,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,5
1826898416,StatisticBasedCase,BasicXform,5,1,64,Memory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,5
3850,StatisticBasedCase,BasicXform,6,1,64,Time,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
1826899264,StatisticBasedCase,BasicXform,6,1,64,Memory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
1849941968,StatisticBasedCase,BasicXform,6,1,64,PeakMemory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
1581781740,StatisticBasedCase,BasicXform,6,1,64,AverageMemory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
1292173,StatisticBasedCase,BasicXform,7,2,64,Time,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,5
1826952416,StatisticBasedCase,BasicXform,7,2,64,Memory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,5
4147,StatisticBasedCase,BasicXform,8,2,64,Time,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
1826953264,StatisticBasedCase,BasicXform,8,2,64,Memory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
1849995968,StatisticBasedCase,BasicXform,8,2,64,PeakMemory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
1959847388,StatisticBasedCase,BasicXform,8,2,64,AverageMemory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
1242198,StatisticBasedCase,BasicXform,9,3,64,Time,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,5
1827006448,StatisticBasedCase,BasicXform,9,3,64,Memory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,5
4179,StatisticBasedCase,BasicXform,10,3,64,Time,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
1827007328,StatisticBasedCase,BasicXform,10,3,64,Memory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
1829646260,StatisticBasedCase,BasicXform,10,3,64,AverageMemory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
1850110784,StatisticBasedCase,BasicXform,10,3,64,PeakMemory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
1567411,StatisticBasedCase,BasicXform,11,4,64,Time,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,5
1827061384,StatisticBasedCase,BasicXform,11,4,64,Memory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,5
4187,StatisticBasedCase,BasicXform,12,4,64,Time,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
1827062256,StatisticBasedCase,BasicXform,12,4,64,Memory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
1841871544,StatisticBasedCase,BasicXform,12,4,64,AverageMemory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
1853010616,StatisticBasedCase,BasicXform,12,4,64,PeakMemory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,M2MTransformation2,5
1243445,StatisticBasedCase,BasicXform,13,5,64,Time,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,5
1827115632,StatisticBasedCase,BasicXform,13,5,64,Memory,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,Modification,5
