MetricName,Tool,RunIndex,PhaseName,CaseName,Scenario,MetricValue,Sequence,Size,Iteration
Memory,BATCH_OPTIMIZED-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,10098744,9,2,3
Time,BATCH_OPTIMIZED-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,373626967,10,2,3
Memory,BATCH_OPTIMIZED-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,10210528,10,2,3
PeakMemory,BATCH_OPTIMIZED-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,942390776,10,2,3
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,486603828,10,2,3
Time,BATCH_OPTIMIZED-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,110441,11,2,4
Memory,BATCH_OPTIMIZED-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,10210648,11,2,4
Time,BATCH_OPTIMIZED-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,375316232,12,2,4
Memory,BATCH_OPTIMIZED-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,10348472,12,2,4
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,485164508,12,2,4
PeakMemory,BATCH_OPTIMIZED-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,939467616,12,2,4
Time,BATCH_OPTIMIZED-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,69374,13,2,5
Memory,BATCH_OPTIMIZED-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,10348568,13,2,5
Time,BATCH_OPTIMIZED-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,380231225,14,2,5
Memory,BATCH_OPTIMIZED-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,10462912,14,2,5
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,494586200,14,2,5
PeakMemory,BATCH_OPTIMIZED-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,958217440,14,2,5
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,EMFResourceInitialization,StatisticBasedCase,BasicXform,241491,1,2,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,EMFResourceInitialization,StatisticBasedCase,BasicXform,9487688,1,2,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Generation,StatisticBasedCase,BasicXform,118493283,2,2,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Generation,StatisticBasedCase,BasicXform,11900200,2,2,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Initialization,StatisticBasedCase,BasicXform,69012967,3,2,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Initialization,StatisticBasedCase,BasicXform,12082360,3,2,1
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Initialization,StatisticBasedCase,BasicXform,52682456,3,2,1
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Initialization,StatisticBasedCase,BasicXform,74157312,3,2,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation1,StatisticBasedCase,BasicXform,93540968,4,2,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation1,StatisticBasedCase,BasicXform,12672320,4,2,1
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation1,StatisticBasedCase,BasicXform,55032744,4,2,1
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation1,StatisticBasedCase,BasicXform,44295292,4,2,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,295504,5,2,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,12672096,5,2,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,93251821,6,2,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,12676320,6,2,1
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,55622632,6,2,1
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,44885204,6,2,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,169285,7,2,2
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,12676096,7,2,2
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,88027227,8,2,2
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,12687208,8,2,2
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,44889204,8,2,2
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,77101488,8,2,2
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,204223,9,2,3
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,12686224,9,2,3
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,85820673,10,2,3
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,12698496,10,2,3
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,44899332,10,2,3
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,55636760,10,2,3
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,194342,11,2,4
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,12698304,11,2,4
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,85243725,12,2,4
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,12704824,12,2,4
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,55648856,12,2,4
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,44911432,12,2,4
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,198826,13,2,5
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,12704632,13,2,5
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,84386298,14,2,5
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,12709640,14,2,5
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,55655168,14,2,5
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,44917740,14,2,5
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,EMFResourceInitialization,StatisticBasedCase,BasicXform,277098,1,8,1
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,EMFResourceInitialization,StatisticBasedCase,BasicXform,9448320,1,8,1
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Generation,StatisticBasedCase,BasicXform,969159153,2,8,1
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Generation,StatisticBasedCase,BasicXform,32815352,2,8,1
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Initialization,StatisticBasedCase,BasicXform,129355221,3,8,1
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Initialization,StatisticBasedCase,BasicXform,21013840,3,8,1
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Initialization,StatisticBasedCase,BasicXform,107198720,3,8,1
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Initialization,StatisticBasedCase,BasicXform,64240820,3,8,1
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation1,StatisticBasedCase,BasicXform,76913775,4,8,1
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation1,StatisticBasedCase,BasicXform,24284656,4,8,1
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation1,StatisticBasedCase,BasicXform,63964144,4,8,1
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation1,StatisticBasedCase,BasicXform,53226716,4,8,1
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,485578,5,8,1
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,24292544,5,8,1
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,87977115,6,8,1
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,24401888,6,8,1
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,67243080,6,8,1
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,56505628,6,8,1
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,459659,7,8,2
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,24408640,7,8,2
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,84874051,8,8,2
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,24420584,8,8,2
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,56621788,8,8,2
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,88834160,8,8,2
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,458433,9,8,3
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,24429544,9,8,3
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,74795256,10,8,3
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,24439784,10,8,3
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,67380040,10,8,3
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,56642608,10,8,3
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,370994,11,8,4
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,24448848,11,8,4
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,68990494,12,8,4
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,24654240,12,8,4
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,88874392,12,8,4
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,56662020,12,8,4
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,340148,13,8,5
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,24663008,13,8,5
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,62277505,14,8,5
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,24665872,14,8,5
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,56876072,14,8,5
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,67613504,14,8,5
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,EMFResourceInitialization,StatisticBasedCase,BasicXform,473700,1,64,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,EMFResourceInitialization,StatisticBasedCase,BasicXform,10220680,1,64,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Generation,StatisticBasedCase,BasicXform,84059613732,2,64,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Generation,StatisticBasedCase,BasicXform,1579621824,2,64,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Initialization,StatisticBasedCase,BasicXform,11534138235,3,64,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Initialization,StatisticBasedCase,BasicXform,974182296,3,64,1
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Initialization,StatisticBasedCase,BasicXform,1052248555,3,64,1
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Initialization,StatisticBasedCase,BasicXform,2804828928,3,64,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation1,StatisticBasedCase,BasicXform,1681409603,4,64,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation1,StatisticBasedCase,BasicXform,1027624736,4,64,1
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation1,StatisticBasedCase,BasicXform,1273832528,4,64,1
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation1,StatisticBasedCase,BasicXform,1556057408,4,64,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,19188949,5,64,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,1029445296,5,64,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,56389,6,64,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,1029446176,6,64,1
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,1117838960,6,64,1
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,1073452720,6,64,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,2247949,7,64,2
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,1029474728,7,64,2
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,13813,8,64,2
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,1029475608,8,64,2
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,1112558532,8,64,2
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,1073482152,8,64,2
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,2433116,9,64,3
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,1029504528,9,64,3
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,15223,10,64,3
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,1029505408,10,64,3
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,1073511952,10,64,3
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,1073791020,10,64,3
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,2179321,11,64,4
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,1029534160,11,64,4
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,30393,12,64,4
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,1029535064,12,64,4
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,1073541608,12,64,4
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,1073541608,12,64,4
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,2037930,13,64,5
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,1029563616,13,64,5
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,18273,14,64,5
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,1029564496,14,64,5
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,1073571040,14,64,5
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,1073571040,14,64,5
Time,BATCH_OPTIMIZED-TEMPLATE,2,EMFResourceInitialization,StatisticBasedCase,BasicXform,505202,1,8,1
Memory,BATCH_OPTIMIZED-TEMPLATE,2,EMFResourceInitialization,StatisticBasedCase,BasicXform,9302320,1,8,1
Time,BATCH_OPTIMIZED-TEMPLATE,2,Generation,StatisticBasedCase,BasicXform,1041341690,2,8,1
Memory,BATCH_OPTIMIZED-TEMPLATE,2,Generation,StatisticBasedCase,BasicXform,32661096,2,8,1
Time,BATCH_OPTIMIZED-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,36901,3,8,1
Memory,BATCH_OPTIMIZED-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,10396104,3,8,1
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,21133424,3,8,1
PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,31870544,3,8,1
Time,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,7397262506,4,8,1
Memory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,12178440,4,8,1
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,745611208,4,8,1
PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,1438103592,4,8,1
Time,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,175728,5,8,1
Memory,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,12178568,5,8,1
Time,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,7212781721,6,8,1
Memory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,12671560,6,8,1
PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,1444006928,6,8,1
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,677157700,6,8,1
Time,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,179745,7,8,2
Memory,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,12671656,7,8,2
Time,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,7231340064,8,8,2
Memory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,13189104,8,8,2
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,693065411,8,8,2
PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,1444327952,8,8,2
Time,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,99756,9,8,3
Memory,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,13189200,9,8,3
Time,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,7237928840,10,8,3
Memory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,13660232,10,8,3
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,696940146,10,8,3
PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,1445844872,10,8,3
Time,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,120165,11,8,4
Memory,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,13660352,11,8,4
Time,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,7268247423,12,8,4
Memory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,14230616,12,8,4
PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,1446512704,12,8,4
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,659375752,12,8,4
Time,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,109849,13,8,5
Memory,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,14230736,13,8,5
Time,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,7301632503,14,8,5
Memory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,14704064,14,8,5
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,802882724,14,8,5
PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,1446878216,14,8,5
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,EMFResourceInitialization,StatisticBasedCase,BasicXform,481843,1,64,1
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,EMFResourceInitialization,StatisticBasedCase,BasicXform,10081288,1,64,1
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Generation,StatisticBasedCase,BasicXform,70260854477,2,64,1
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Generation,StatisticBasedCase,BasicXform,1721308040,2,64,1
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,12082765238,3,64,1
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,977557432,3,64,1
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,1064031017,3,64,1
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,2732845824,3,64,1
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,712450489,4,64,1
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,1016229928,4,64,1
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,1344956992,4,64,1
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,1184219940,4,64,1
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,1332875,5,64,1
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,1016243368,5,64,1
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,726950920,6,64,1
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,1017565560,6,64,1
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,1429568072,6,64,1
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,1245868556,6,64,1
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,989950,7,64,2
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,1017604264,7,64,2
