MetricName,Scenario,Iteration,CaseName,RunIndex,Sequence,Tool,PhaseName,MetricValue,Size
Time,BasicXform,2,StatisticBasedCase,2,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,249739,1
Memory,BasicXform,2,StatisticBasedCase,2,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,13224680,1
Time,BasicXform,2,StatisticBasedCase,2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,28081146,1
Memory,BasicXform,2,StatisticBasedCase,2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,13231312,1
PeakMemory,BasicXform,2,StatisticBasedCase,2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,34700312,1
AverageMemory,BasicXform,2,StatisticBasedCase,2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,34700312,1
Time,BasicXform,3,StatisticBasedCase,2,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,134095,1
Memory,BasicXform,3,StatisticBasedCase,2,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,13230488,1
Time,BasicXform,3,StatisticBasedCase,2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,28182355,1
Memory,BasicXform,3,StatisticBasedCase,2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,13236584,1
PeakMemory,BasicXform,3,StatisticBasedCase,2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,56180976,1
AverageMemory,BasicXform,3,StatisticBasedCase,2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,34706120,1
Time,BasicXform,4,StatisticBasedCase,2,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,99557,1
Memory,BasicXform,4,StatisticBasedCase,2,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,13236584,1
Time,BasicXform,4,StatisticBasedCase,2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,26346683,1
Memory,BasicXform,4,StatisticBasedCase,2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,13247400,1
PeakMemory,BasicXform,4,StatisticBasedCase,2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,34712240,1
AverageMemory,BasicXform,4,StatisticBasedCase,2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,34712240,1
Time,BasicXform,5,StatisticBasedCase,2,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,183828,1
Memory,BasicXform,5,StatisticBasedCase,2,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,13247664,1
Time,BasicXform,5,StatisticBasedCase,2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,26393446,1
Memory,BasicXform,5,StatisticBasedCase,2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,13253888,1
PeakMemory,BasicXform,5,StatisticBasedCase,2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,34723296,1
AverageMemory,BasicXform,5,StatisticBasedCase,2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,34723296,1
Time,BasicXform,1,StatisticBasedCase,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,235945,4
Memory,BasicXform,1,StatisticBasedCase,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,9415416,4
Time,BasicXform,1,StatisticBasedCase,1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Generation,178346410,4
Memory,BasicXform,1,StatisticBasedCase,1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Generation,12789952,4
Time,BasicXform,1,StatisticBasedCase,1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,48209724,4
Memory,BasicXform,1,StatisticBasedCase,1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,12649320,4
AverageMemory,BasicXform,1,StatisticBasedCase,1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,42100808,4
PeakMemory,BasicXform,1,StatisticBasedCase,1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,74313088,4
Time,BasicXform,1,StatisticBasedCase,1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,42353702,4
Memory,BasicXform,1,StatisticBasedCase,1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,14077272,4
PeakMemory,BasicXform,1,StatisticBasedCase,1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,34124752,4
AverageMemory,BasicXform,1,StatisticBasedCase,1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,34124752,4
Time,BasicXform,1,StatisticBasedCase,1,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,226028,4
Memory,BasicXform,1,StatisticBasedCase,1,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,14080184,4
Time,BasicXform,1,StatisticBasedCase,1,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,45426682,4
Memory,BasicXform,1,StatisticBasedCase,1,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,14141680,4
AverageMemory,BasicXform,1,StatisticBasedCase,1,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,35555816,4
PeakMemory,BasicXform,1,StatisticBasedCase,1,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,35555816,4
Time,BasicXform,2,StatisticBasedCase,1,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,241114,4
Memory,BasicXform,2,StatisticBasedCase,1,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,14143136,4
Time,BasicXform,2,StatisticBasedCase,1,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,41291389,4
Memory,BasicXform,2,StatisticBasedCase,1,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,14147936,4
AverageMemory,BasicXform,2,StatisticBasedCase,1,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,35618768,4
PeakMemory,BasicXform,2,StatisticBasedCase,1,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,57093624,4
Time,BasicXform,3,StatisticBasedCase,1,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,308265,4
Memory,BasicXform,3,StatisticBasedCase,1,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,14149376,4
Time,BasicXform,3,StatisticBasedCase,1,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,37740154,4
Memory,BasicXform,3,StatisticBasedCase,1,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,14159224,4
PeakMemory,BasicXform,3,StatisticBasedCase,1,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,35625008,4
AverageMemory,BasicXform,3,StatisticBasedCase,1,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,35625008,4
Time,BasicXform,4,StatisticBasedCase,1,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,211716,4
Memory,BasicXform,4,StatisticBasedCase,1,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,14160880,4
Time,BasicXform,4,StatisticBasedCase,1,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,36160390,4
Memory,BasicXform,4,StatisticBasedCase,1,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,14270552,4
PeakMemory,BasicXform,4,StatisticBasedCase,1,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,35636536,4
AverageMemory,BasicXform,4,StatisticBasedCase,1,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,35636536,4
Time,BasicXform,5,StatisticBasedCase,1,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,211275,4
Memory,BasicXform,5,StatisticBasedCase,1,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,14272336,4
Time,BasicXform,5,StatisticBasedCase,1,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,34878988,4
Memory,BasicXform,5,StatisticBasedCase,1,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,14280584,4
AverageMemory,BasicXform,5,StatisticBasedCase,1,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,35747968,4
PeakMemory,BasicXform,5,StatisticBasedCase,1,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,35747968,4
Time,BasicXform,1,StatisticBasedCase,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,524727,16
Memory,BasicXform,1,StatisticBasedCase,3,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,9687360,16
Time,BasicXform,1,StatisticBasedCase,3,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,1861991436,16
Memory,BasicXform,1,StatisticBasedCase,3,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,50472040,16
Time,BasicXform,1,StatisticBasedCase,3,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,328936023,16
Memory,BasicXform,1,StatisticBasedCase,3,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,43303560,16
PeakMemory,BasicXform,1,StatisticBasedCase,3,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,143091560,16
AverageMemory,BasicXform,1,StatisticBasedCase,3,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,87738304,16
Time,BasicXform,1,StatisticBasedCase,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,296236573,16
Memory,BasicXform,1,StatisticBasedCase,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,53259416,16
AverageMemory,BasicXform,1,StatisticBasedCase,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,118651224,16
PeakMemory,BasicXform,1,StatisticBasedCase,3,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,184741928,16
Time,BasicXform,1,StatisticBasedCase,3,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,5386706,16
Memory,BasicXform,1,StatisticBasedCase,3,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,53621816,16
Time,BasicXform,1,StatisticBasedCase,3,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,43439,16
Memory,BasicXform,1,StatisticBasedCase,3,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,53622688,16
PeakMemory,BasicXform,1,StatisticBasedCase,3,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,73616416,16
AverageMemory,BasicXform,1,StatisticBasedCase,3,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,63619652,16
Time,BasicXform,2,StatisticBasedCase,3,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1682446,16
Memory,BasicXform,2,StatisticBasedCase,3,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,53642152,16
Time,BasicXform,2,StatisticBasedCase,3,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,18050,16
Memory,BasicXform,2,StatisticBasedCase,3,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,53643024,16
AverageMemory,BasicXform,2,StatisticBasedCase,3,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,73636752,16
PeakMemory,BasicXform,2,StatisticBasedCase,3,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,73636752,16
Time,BasicXform,3,StatisticBasedCase,3,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1338583,16
Memory,BasicXform,3,StatisticBasedCase,3,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,53663064,16
Time,BasicXform,3,StatisticBasedCase,3,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,17085,16
Memory,BasicXform,3,StatisticBasedCase,3,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,53663936,16
PeakMemory,BasicXform,3,StatisticBasedCase,3,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,73657664,16
AverageMemory,BasicXform,3,StatisticBasedCase,3,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,63660900,16
Time,BasicXform,4,StatisticBasedCase,3,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1399379,16
Memory,BasicXform,4,StatisticBasedCase,3,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,53684072,16
Time,BasicXform,4,StatisticBasedCase,3,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,17837,16
Memory,BasicXform,4,StatisticBasedCase,3,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,53685168,16
PeakMemory,BasicXform,4,StatisticBasedCase,3,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,73678696,16
AverageMemory,BasicXform,4,StatisticBasedCase,3,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,63681932,16
Time,BasicXform,5,StatisticBasedCase,3,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1516481,16
Memory,BasicXform,5,StatisticBasedCase,3,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,53704656,16
Time,BasicXform,5,StatisticBasedCase,3,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,24112,16
Memory,BasicXform,5,StatisticBasedCase,3,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,53706328,16
PeakMemory,BasicXform,5,StatisticBasedCase,3,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,73699256,16
AverageMemory,BasicXform,5,StatisticBasedCase,3,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,63702492,16
Time,BasicXform,1,StatisticBasedCase,1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,509005,1
Memory,BasicXform,1,StatisticBasedCase,1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,9515144,1
Time,BasicXform,1,StatisticBasedCase,1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,44857078,1
Memory,BasicXform,1,StatisticBasedCase,1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,10688592,1
Time,BasicXform,1,StatisticBasedCase,1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,48471190,1
Memory,BasicXform,1,StatisticBasedCase,1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,11623072,1
PeakMemory,BasicXform,1,StatisticBasedCase,1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,74053896,1
AverageMemory,BasicXform,1,StatisticBasedCase,1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,41841616,1
Time,BasicXform,1,StatisticBasedCase,1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,25971324,1
Memory,BasicXform,1,StatisticBasedCase,1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,12130672,1
AverageMemory,BasicXform,1,StatisticBasedCase,1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,43835920,1
PeakMemory,BasicXform,1,StatisticBasedCase,1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,54573344,1
Time,BasicXform,1,StatisticBasedCase,1,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,2900348,1
Memory,BasicXform,1,StatisticBasedCase,1,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,12178368,1
Time,BasicXform,1,StatisticBasedCase,1,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,18783,1
Memory,BasicXform,1,StatisticBasedCase,1,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,12179240,1
AverageMemory,BasicXform,1,StatisticBasedCase,1,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,22916720,1
PeakMemory,BasicXform,1,StatisticBasedCase,1,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,33654000,1
Time,BasicXform,2,StatisticBasedCase,1,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,2694308,1
Memory,BasicXform,2,StatisticBasedCase,1,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,12204632,1
Time,BasicXform,2,StatisticBasedCase,1,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,16065,1
Memory,BasicXform,2,StatisticBasedCase,1,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,12205504,1
AverageMemory,BasicXform,2,StatisticBasedCase,1,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,33680264,1
PeakMemory,BasicXform,2,StatisticBasedCase,1,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,33680264,1
Time,BasicXform,3,StatisticBasedCase,1,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,2308294,1
Memory,BasicXform,3,StatisticBasedCase,1,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,12231120,1
Time,BasicXform,3,StatisticBasedCase,1,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,17921,1
Memory,BasicXform,3,StatisticBasedCase,1,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,12231992,1
PeakMemory,BasicXform,3,StatisticBasedCase,1,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,33706752,1
AverageMemory,BasicXform,3,StatisticBasedCase,1,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,22969472,1
Time,BasicXform,4,StatisticBasedCase,1,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,2206757,1
Memory,BasicXform,4,StatisticBasedCase,1,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,12255040,1
Time,BasicXform,4,StatisticBasedCase,1,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,26213,1
Memory,BasicXform,4,StatisticBasedCase,1,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,12255936,1
PeakMemory,BasicXform,4,StatisticBasedCase,1,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,33730696,1
AverageMemory,BasicXform,4,StatisticBasedCase,1,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,33730696,1
Time,BasicXform,5,StatisticBasedCase,1,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,3311998,1
Memory,BasicXform,5,StatisticBasedCase,1,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,12282384,1
Time,BasicXform,5,StatisticBasedCase,1,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,15593,1
Memory,BasicXform,5,StatisticBasedCase,1,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,12283256,1
AverageMemory,BasicXform,5,StatisticBasedCase,1,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,23020736,1
PeakMemory,BasicXform,5,StatisticBasedCase,1,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,33758016,1
Time,BasicXform,1,StatisticBasedCase,2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,EMFResourceInitialization,463933,64
Memory,BasicXform,1,StatisticBasedCase,2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,EMFResourceInitialization,10203208,64
Time,BasicXform,1,StatisticBasedCase,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Generation,68329353128,64
Memory,BasicXform,1,StatisticBasedCase,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Generation,1721284008,64
Time,BasicXform,1,StatisticBasedCase,2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,3906553558,64
Memory,BasicXform,1,StatisticBasedCase,2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,281470208,64
PeakMemory,BasicXform,1,StatisticBasedCase,2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,1049508440,64
AverageMemory,BasicXform,1,StatisticBasedCase,2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,574008373,64
Time,BasicXform,1,StatisticBasedCase,2,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,1184583043,64
Memory,BasicXform,1,StatisticBasedCase,2,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,312058744,64
PeakMemory,BasicXform,1,StatisticBasedCase,2,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,1039380336,64
AverageMemory,BasicXform,1,StatisticBasedCase,2,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,750652928,64
Time,BasicXform,1,StatisticBasedCase,2,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,2026305,64
Memory,BasicXform,1,StatisticBasedCase,2,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,312058408,64
Time,BasicXform,1,StatisticBasedCase,2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,1120473748,64
Memory,BasicXform,1,StatisticBasedCase,2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,312076256,64
AverageMemory,BasicXform,1,StatisticBasedCase,2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,817401930,64
PeakMemory,BasicXform,1,StatisticBasedCase,2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,1106164256,64
Time,BasicXform,2,StatisticBasedCase,2,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,582816,64
Memory,BasicXform,2,StatisticBasedCase,2,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,312075408,64
Time,BasicXform,2,StatisticBasedCase,2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,1097759665,64
Memory,BasicXform,2,StatisticBasedCase,2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,312076992,64
AverageMemory,BasicXform,2,StatisticBasedCase,2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,829449213,64
PeakMemory,BasicXform,2,StatisticBasedCase,2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,1143741232,64
Time,BasicXform,3,StatisticBasedCase,2,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,552071,64
Memory,BasicXform,3,StatisticBasedCase,2,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,312077424,64
Time,BasicXform,3,StatisticBasedCase,2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,1090951819,64
Memory,BasicXform,3,StatisticBasedCase,2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,312082416,64
PeakMemory,BasicXform,3,StatisticBasedCase,2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,1106079040,64
AverageMemory,BasicXform,3,StatisticBasedCase,2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,829381765,64
Time,BasicXform,4,StatisticBasedCase,2,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,604709,64
Memory,BasicXform,4,StatisticBasedCase,2,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,312082840,64
Time,BasicXform,4,StatisticBasedCase,2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,1093362737,64
Memory,BasicXform,4,StatisticBasedCase,2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,312083376,64
PeakMemory,BasicXform,4,StatisticBasedCase,2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,1106084408,64
AverageMemory,BasicXform,4,StatisticBasedCase,2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,829387168,64
Time,BasicXform,5,StatisticBasedCase,2,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,295360,64
Memory,BasicXform,5,StatisticBasedCase,2,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,312083864,64
Time,BasicXform,5,StatisticBasedCase,2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,1093861273,64
Memory,BasicXform,5,StatisticBasedCase,2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,312090576,64
AverageMemory,BasicXform,5,StatisticBasedCase,2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,829388050,64
PeakMemory,BasicXform,5,StatisticBasedCase,2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,1106085200,64
Time,BasicXform,1,StatisticBasedCase,1,1,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,263275,1
Memory,BasicXform,1,StatisticBasedCase,1,1,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,9232872,1
Time,BasicXform,1,StatisticBasedCase,1,2,BATCH_OPTIMIZED-TEMPLATE,Generation,76238249,1
Memory,BasicXform,1,StatisticBasedCase,1,2,BATCH_OPTIMIZED-TEMPLATE,Generation,10400984,1
Time,BasicXform,1,StatisticBasedCase,1,3,BATCH_OPTIMIZED-TEMPLATE,Initialization,20508,1
Memory,BasicXform,1,StatisticBasedCase,1,3,BATCH_OPTIMIZED-TEMPLATE,Initialization,9350144,1
