Sequence,RunIndex,CaseName,Size,Scenario,MetricName,Tool,MetricValue,Iteration,PhaseName
14,1,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2775054008,5,M2MTransformation2
14,1,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2443414098,5,M2MTransformation2
1,1,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,502333,1,EMFResourceInitialization
1,1,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11109064,1,EMFResourceInitialization
2,1,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,268236469,1,Generation
2,1,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,25792984,1,Generation
3,1,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3346708,1,Initialization
3,1,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11614032,1,Initialization
3,1,StatisticBasedCase,4,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,33081504,1,Initialization
3,1,StatisticBasedCase,4,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,33081504,1,Initialization
4,1,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,330538467,1,M2MTransformation1
4,1,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14355384,1,M2MTransformation1
4,1,StatisticBasedCase,4,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,108298680,1,M2MTransformation1
4,1,StatisticBasedCase,4,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,183497472,1,M2MTransformation1
5,1,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,228693,1,Modification
5,1,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14356128,1,Modification
6,1,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,140833731,1,M2MTransformation2
6,1,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14849984,1,M2MTransformation2
6,1,StatisticBasedCase,4,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,89555476,1,M2MTransformation2
6,1,StatisticBasedCase,4,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,143268944,1,M2MTransformation2
7,1,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,124337,2,Modification
7,1,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14850768,2,Modification
8,1,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,135143124,2,M2MTransformation2
8,1,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14860008,2,M2MTransformation2
8,1,StatisticBasedCase,4,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,143763408,2,M2MTransformation2
8,1,StatisticBasedCase,4,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,90050028,2,M2MTransformation2
9,1,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,133567,3,Modification
9,1,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14860712,3,Modification
10,1,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,132209380,3,M2MTransformation2
10,1,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14869928,3,M2MTransformation2
10,1,StatisticBasedCase,4,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,143773360,3,M2MTransformation2
10,1,StatisticBasedCase,4,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,90059976,3,M2MTransformation2
11,1,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,144228,4,Modification
11,1,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14870656,4,Modification
12,1,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,132958250,4,M2MTransformation2
12,1,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14880232,4,M2MTransformation2
12,1,StatisticBasedCase,4,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,90069940,4,M2MTransformation2
12,1,StatisticBasedCase,4,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,143783320,4,M2MTransformation2
13,1,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,124803,5,Modification
13,1,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14880960,5,Modification
14,1,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,132438485,5,M2MTransformation2
14,1,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14894744,5,M2MTransformation2
14,1,StatisticBasedCase,4,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,90080208,5,M2MTransformation2
14,1,StatisticBasedCase,4,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,143793576,5,M2MTransformation2
1,2,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,229111,1,EMFResourceInitialization
1,2,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11146992,1,EMFResourceInitialization
2,2,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,267141411,1,Generation
2,2,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,25883352,1,Generation
3,2,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,117776194,1,Initialization
3,2,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,23040784,1,Initialization
3,2,StatisticBasedCase,4,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,54605584,1,Initialization
3,2,StatisticBasedCase,4,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,43862916,1,Initialization
4,2,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,167319758,1,M2MTransformation1
4,2,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,27853808,1,M2MTransformation1
4,2,StatisticBasedCase,4,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,66011984,1,M2MTransformation1
4,2,StatisticBasedCase,4,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,87497320,1,M2MTransformation1
5,2,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3839674,1,Modification
5,2,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,28319016,1,Modification
6,2,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16085,1,M2MTransformation2
6,2,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,28319576,1,M2MTransformation2
6,2,StatisticBasedCase,4,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,39062336,1,M2MTransformation2
6,2,StatisticBasedCase,4,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,49804896,1,M2MTransformation2
7,2,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3058336,2,Modification
7,2,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,28384624,2,Modification
8,2,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,15761,2,M2MTransformation2
8,2,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,28385184,2,M2MTransformation2
8,2,StatisticBasedCase,4,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,49870504,2,M2MTransformation2
8,2,StatisticBasedCase,4,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,49870504,2,M2MTransformation2
9,2,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3804048,3,Modification
9,2,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,28588904,3,Modification
10,2,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16717,3,M2MTransformation2
10,2,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,28589464,3,M2MTransformation2
10,2,StatisticBasedCase,4,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,50074784,3,M2MTransformation2
10,2,StatisticBasedCase,4,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,50074784,3,M2MTransformation2
11,2,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3618841,4,Modification
11,2,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,28663928,4,Modification
12,2,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,15894,4,M2MTransformation2
12,2,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,28665080,4,M2MTransformation2
12,2,StatisticBasedCase,4,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,50149832,4,M2MTransformation2
12,2,StatisticBasedCase,4,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,39407272,4,M2MTransformation2
13,2,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3977438,5,Modification
13,2,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,28746488,5,Modification
14,2,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,18372,5,M2MTransformation2
14,2,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,28747048,5,M2MTransformation2
14,2,StatisticBasedCase,4,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,39489808,5,M2MTransformation2
14,2,StatisticBasedCase,4,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,50232368,5,M2MTransformation2
1,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,852599,1,EMFResourceInitialization
1,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11795496,1,EMFResourceInitialization
2,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,76567919445,1,Generation
2,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1668970240,1,Generation
3,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,410657089,1,Initialization
3,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,46721360,1,Initialization
3,2,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,88598824,1,Initialization
3,2,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,102563952,1,Initialization
4,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,36352618012,1,M2MTransformation1
4,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,109933376,1,M2MTransformation1
4,2,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,831940535,1,M2MTransformation1
4,2,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1986901832,1,M2MTransformation1
5,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,880833,1,Modification
5,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,109934208,1,Modification
6,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,19860237197,1,M2MTransformation2
6,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,122412376,1,M2MTransformation2
6,2,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2229486568,1,M2MTransformation2
6,2,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1069147633,1,M2MTransformation2
7,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,818370,2,Modification
7,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,122413096,2,Modification
8,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,19680270235,2,M2MTransformation2
8,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,122422264,2,M2MTransformation2
8,2,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1311400369,2,M2MTransformation2
8,2,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2369875296,2,M2MTransformation2
9,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,873551,3,Modification
9,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,122423064,3,Modification
10,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,20612025728,3,M2MTransformation2
10,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,122432288,3,M2MTransformation2
10,2,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1233494035,3,M2MTransformation2
10,2,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2517210192,3,M2MTransformation2
11,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,843489,4,Modification
11,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,122433032,4,Modification
12,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,19829975663,4,M2MTransformation2
12,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,122442536,4,M2MTransformation2
12,2,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1467299682,4,M2MTransformation2
12,2,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2660350808,4,M2MTransformation2
13,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,869314,5,Modification
13,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,122443360,5,Modification
14,2,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,20053450500,5,M2MTransformation2
14,2,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,122452528,5,M2MTransformation2
14,2,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2823480216,5,M2MTransformation2
14,2,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1457731194,5,M2MTransformation2
1,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,506497,1,EMFResourceInitialization
1,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11249680,1,EMFResourceInitialization
2,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3029882385,1,Generation
2,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,203797776,1,Generation
3,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,15634072,1,Initialization
3,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13948888,1,Initialization
3,3,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,56029200,1,Initialization
3,3,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,56029200,1,Initialization
4,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2419659762,1,M2MTransformation1
4,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,25668368,1,M2MTransformation1
4,3,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1445290752,1,M2MTransformation1
4,3,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,698046385,1,M2MTransformation1
5,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,313761,1,Modification
5,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,25669112,1,Modification
6,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1239215574,1,M2MTransformation2
6,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,27915816,1,M2MTransformation2
6,3,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,823022882,1,M2MTransformation2
6,3,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1326612632,1,M2MTransformation2
7,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,306868,2,Modification
7,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,27916528,2,Modification
8,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1212187433,2,M2MTransformation2
8,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,27925752,2,M2MTransformation2
8,3,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1324837624,2,M2MTransformation2
8,3,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,836749402,2,M2MTransformation2
9,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,285887,3,Modification
9,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,27926464,3,Modification
10,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1211698550,3,M2MTransformation2
10,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,27935632,3,M2MTransformation2
10,3,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,835108437,3,M2MTransformation2
10,3,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1322200664,3,M2MTransformation2
11,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,298616,4,Modification
11,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,27936448,4,Modification
12,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1216399417,4,M2MTransformation2
12,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,27945960,4,M2MTransformation2
12,3,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,834029490,4,M2MTransformation2
12,3,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1320464576,4,M2MTransformation2
13,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,286993,5,Modification
13,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,27946696,5,Modification
14,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1217634942,5,M2MTransformation2
14,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,27955840,5,M2MTransformation2
14,3,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1319328552,5,M2MTransformation2
14,3,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,833325144,5,M2MTransformation2
1,1,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,503802,1,EMFResourceInitialization
1,1,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11794848,1,EMFResourceInitialization
2,1,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,103656969914,1,Generation
2,1,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3450238616,1,Generation
3,1,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,425067817,1,Initialization
3,1,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,46783232,1,Initialization
3,1,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,101283424,1,Initialization
3,1,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,87653892,1,Initialization
4,1,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,37285632355,1,M2MTransformation1
4,1,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,110566288,1,M2MTransformation1
4,1,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1777232104,1,M2MTransformation1
4,1,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,848809148,1,M2MTransformation1
5,1,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,895327,1,Modification
5,1,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,110567040,1,Modification
6,1,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,20249071853,1,M2MTransformation2
6,1,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,123173144,1,M2MTransformation2
6,1,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2061249512,1,M2MTransformation2
6,1,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,915229249,1,M2MTransformation2
