Sequence,RunIndex,CaseName,Size,Scenario,MetricName,Tool,MetricValue,Iteration,PhaseName
5,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,17536128,1,Modification
6,3,StatisticBasedCase,16,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,34350526114,1,M2MTransformation2
6,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,18513840,1,M2MTransformation2
6,3,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,1102268968,1,M2MTransformation2
6,3,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2743533576,1,M2MTransformation2
7,3,StatisticBasedCase,16,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,253265,2,Modification
7,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,18514216,2,Modification
8,3,StatisticBasedCase,16,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,33826010996,2,M2MTransformation2
8,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,19542856,2,M2MTransformation2
8,3,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,967583986,2,M2MTransformation2
8,3,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2738648272,2,M2MTransformation2
9,3,StatisticBasedCase,16,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,262172,3,Modification
9,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,19543232,3,Modification
10,3,StatisticBasedCase,16,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,33125001494,3,M2MTransformation2
10,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,20475296,3,M2MTransformation2
10,3,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,1038730453,3,M2MTransformation2
10,3,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2734309400,3,M2MTransformation2
11,3,StatisticBasedCase,16,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,283496,4,Modification
11,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,20475696,4,Modification
12,3,StatisticBasedCase,16,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,34006745673,4,M2MTransformation2
12,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,21606208,4,M2MTransformation2
12,3,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,1057324188,4,M2MTransformation2
12,3,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2729925328,4,M2MTransformation2
13,3,StatisticBasedCase,16,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,255409,5,Modification
13,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,21606608,5,Modification
14,3,StatisticBasedCase,16,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,33903690273,5,M2MTransformation2
14,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,22541848,5,M2MTransformation2
14,3,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2727484456,5,M2MTransformation2
14,3,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,1066742198,5,M2MTransformation2
1,1,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,359507,1,EMFResourceInitialization
1,1,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11200424,1,EMFResourceInitialization
2,1,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,717963283,1,Generation
2,1,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,61907072,1,Generation
3,1,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,173657428,1,Initialization
3,1,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,44587736,1,Initialization
3,1,StatisticBasedCase,8,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,96112240,1,Initialization
3,1,StatisticBasedCase,8,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64673508,1,Initialization
4,1,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,238686736,1,M2MTransformation1
4,1,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,54946832,1,M2MTransformation1
4,1,StatisticBasedCase,8,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,139575264,1,M2MTransformation1
4,1,StatisticBasedCase,8,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,102560836,1,M2MTransformation1
5,1,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4427510,1,Modification
5,1,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,55865608,1,Modification
6,1,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14405,1,M2MTransformation2
6,1,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,55866168,1,M2MTransformation2
6,1,StatisticBasedCase,8,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,66345836,1,M2MTransformation2
6,1,StatisticBasedCase,8,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,76825304,1,M2MTransformation2
7,1,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1242719,2,Modification
7,1,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,55943864,2,Modification
8,1,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13977,2,M2MTransformation2
8,1,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,55944424,2,M2MTransformation2
8,1,StatisticBasedCase,8,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,76903560,2,M2MTransformation2
8,1,StatisticBasedCase,8,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,66424092,2,M2MTransformation2
9,1,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1172213,3,Modification
9,1,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,55985816,3,Modification
10,1,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13769,3,M2MTransformation2
10,1,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,55986376,3,M2MTransformation2
10,1,StatisticBasedCase,8,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,66466044,3,M2MTransformation2
10,1,StatisticBasedCase,8,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,76945512,3,M2MTransformation2
11,1,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1200873,4,Modification
11,1,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,56028016,4,Modification
12,1,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13727,4,M2MTransformation2
12,1,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,56028600,4,M2MTransformation2
12,1,StatisticBasedCase,8,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,66508268,4,M2MTransformation2
12,1,StatisticBasedCase,8,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,76987736,4,M2MTransformation2
13,1,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1313515,5,Modification
13,1,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,56069864,5,Modification
14,1,StatisticBasedCase,8,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13436,5,M2MTransformation2
14,1,StatisticBasedCase,8,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,56070424,5,M2MTransformation2
14,1,StatisticBasedCase,8,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,66550092,5,M2MTransformation2
14,1,StatisticBasedCase,8,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,77029560,5,M2MTransformation2
1,3,StatisticBasedCase,1,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,354363,1,EMFResourceInitialization
1,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,10909528,1,EMFResourceInitialization
2,3,StatisticBasedCase,1,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,147287619,1,Generation
2,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,13138928,1,Generation
3,3,StatisticBasedCase,1,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,18114,1,Initialization
3,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,11022368,1,Initialization
3,3,StatisticBasedCase,1,BasicXform,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,32508328,1,Initialization
3,3,StatisticBasedCase,1,BasicXform,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,21765496,1,Initialization
4,3,StatisticBasedCase,1,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,176416091,1,M2MTransformation1
4,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,11216240,1,M2MTransformation1
4,3,StatisticBasedCase,1,BasicXform,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,333305032,1,M2MTransformation1
4,3,StatisticBasedCase,1,BasicXform,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,182906628,1,M2MTransformation1
5,3,StatisticBasedCase,1,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,84388,1,Modification
5,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,11216616,1,Modification
6,3,StatisticBasedCase,1,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,120492314,1,M2MTransformation2
6,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,11276976,1,M2MTransformation2
6,3,StatisticBasedCase,1,BasicXform,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,183101224,1,M2MTransformation2
6,3,StatisticBasedCase,1,BasicXform,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,333499952,1,M2MTransformation2
7,3,StatisticBasedCase,1,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,51443,2,Modification
7,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,11277352,2,Modification
8,3,StatisticBasedCase,1,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,121328231,2,M2MTransformation2
8,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,11342776,2,M2MTransformation2
8,3,StatisticBasedCase,1,BasicXform,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,333561720,2,M2MTransformation2
8,3,StatisticBasedCase,1,BasicXform,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,183162476,2,M2MTransformation2
9,3,StatisticBasedCase,1,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,86823,3,Modification
9,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,11343152,3,Modification
10,3,StatisticBasedCase,1,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,121828913,3,M2MTransformation2
10,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,11405936,3,M2MTransformation2
10,3,StatisticBasedCase,1,BasicXform,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,355114512,3,M2MTransformation2
10,3,StatisticBasedCase,1,BasicXform,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,193971772,3,M2MTransformation2
11,3,StatisticBasedCase,1,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,70603,4,Modification
11,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,11406336,4,Modification
12,3,StatisticBasedCase,1,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,124618383,4,M2MTransformation2
12,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,11481520,4,M2MTransformation2
12,3,StatisticBasedCase,1,BasicXform,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,355175216,4,M2MTransformation2
12,3,StatisticBasedCase,1,BasicXform,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,194033728,4,M2MTransformation2
13,3,StatisticBasedCase,1,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,66789,5,Modification
13,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,11481896,5,Modification
14,3,StatisticBasedCase,1,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,126867860,5,M2MTransformation2
14,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,11546392,5,M2MTransformation2
14,3,StatisticBasedCase,1,BasicXform,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,355252112,5,M2MTransformation2
14,3,StatisticBasedCase,1,BasicXform,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,194109944,5,M2MTransformation2
1,3,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,719426,1,EMFResourceInitialization
1,3,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11108232,1,EMFResourceInitialization
2,3,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,320279507,1,Generation
2,3,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,25695432,1,Generation
3,3,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3578689,1,Initialization
3,3,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11613016,1,Initialization
3,3,StatisticBasedCase,4,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,33080424,1,Initialization
3,3,StatisticBasedCase,4,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,33080424,1,Initialization
4,3,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,344628402,1,M2MTransformation1
4,3,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14354560,1,M2MTransformation1
4,3,StatisticBasedCase,4,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,97554972,1,M2MTransformation1
4,3,StatisticBasedCase,4,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,162011072,1,M2MTransformation1
5,3,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,170887,1,Modification
5,3,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14355376,1,Modification
6,3,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,138053916,1,M2MTransformation2
6,3,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14849376,1,M2MTransformation2
6,3,StatisticBasedCase,4,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,89554660,1,M2MTransformation2
6,3,StatisticBasedCase,4,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,143268064,1,M2MTransformation2
7,3,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,117743,2,Modification
7,3,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14850160,2,Modification
8,3,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,133279236,2,M2MTransformation2
8,3,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14859416,2,M2MTransformation2
8,3,StatisticBasedCase,4,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,90049504,2,M2MTransformation2
8,3,StatisticBasedCase,4,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,143762968,2,M2MTransformation2
9,3,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,135437,3,Modification
9,3,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14860120,3,Modification
10,3,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,130278661,3,M2MTransformation2
10,3,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14869248,3,M2MTransformation2
10,3,StatisticBasedCase,4,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,90059364,3,M2MTransformation2
10,3,StatisticBasedCase,4,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,143772728,3,M2MTransformation2
11,3,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,108896,4,Modification
11,3,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14870056,4,Modification
12,3,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,130422139,4,M2MTransformation2
12,3,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14879600,4,M2MTransformation2
12,3,StatisticBasedCase,4,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,143782712,4,M2MTransformation2
12,3,StatisticBasedCase,4,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,90069336,4,M2MTransformation2
13,3,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,112479,5,Modification
13,3,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14880328,5,Modification
14,3,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,130645287,5,M2MTransformation2
14,3,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14893760,5,M2MTransformation2
14,3,StatisticBasedCase,4,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,143792952,5,M2MTransformation2
14,3,StatisticBasedCase,4,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,90079580,5,M2MTransformation2
1,3,StatisticBasedCase,1,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,374572,1,EMFResourceInitialization
1,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11065488,1,EMFResourceInitialization
2,3,StatisticBasedCase,1,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,94708175,1,Generation
2,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13254592,1,Generation
3,3,StatisticBasedCase,1,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2201537,1,Initialization
3,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11194296,1,Initialization
3,3,StatisticBasedCase,1,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32661504,1,Initialization
3,3,StatisticBasedCase,1,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32661504,1,Initialization
4,3,StatisticBasedCase,1,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,158306837,1,M2MTransformation1
4,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12025168,1,M2MTransformation1
4,3,StatisticBasedCase,1,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,54165480,1,M2MTransformation1
4,3,StatisticBasedCase,1,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,43422716,1,M2MTransformation1
5,3,StatisticBasedCase,1,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,160250,1,Modification
5,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12025944,1,Modification
6,3,StatisticBasedCase,1,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,68885095,1,M2MTransformation2
6,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12144624,1,M2MTransformation2
6,3,StatisticBasedCase,1,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,33511824,1,M2MTransformation2
6,3,StatisticBasedCase,1,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,33511824,1,M2MTransformation2
7,3,StatisticBasedCase,1,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,158397,2,Modification
7,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12145312,2,Modification
8,3,StatisticBasedCase,1,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,59888534,2,M2MTransformation2
8,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12159760,2,M2MTransformation2
8,3,StatisticBasedCase,1,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,33631192,2,M2MTransformation2
8,3,StatisticBasedCase,1,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,33631192,2,M2MTransformation2
9,3,StatisticBasedCase,1,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,109512,3,Modification
9,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12160248,3,Modification
10,3,StatisticBasedCase,1,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,49744421,3,M2MTransformation2
10,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12171408,3,M2MTransformation2
10,3,StatisticBasedCase,1,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,33646128,3,M2MTransformation2
10,3,StatisticBasedCase,1,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,33646128,3,M2MTransformation2
11,3,StatisticBasedCase,1,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,96226,4,Modification
11,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12172168,4,Modification
12,3,StatisticBasedCase,1,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,42556194,4,M2MTransformation2
12,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12182384,4,M2MTransformation2
12,3,StatisticBasedCase,1,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,44400768,4,M2MTransformation2
12,3,StatisticBasedCase,1,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,55143464,4,M2MTransformation2
13,3,StatisticBasedCase,1,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,119493,5,Modification
13,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12183152,5,Modification
14,3,StatisticBasedCase,1,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,39624584,5,M2MTransformation2
14,3,StatisticBasedCase,1,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12193584,5,M2MTransformation2
14,3,StatisticBasedCase,1,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,44411704,5,M2MTransformation2
14,3,StatisticBasedCase,1,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,55154376,5,M2MTransformation2
1,2,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,296517,1,EMFResourceInitialization
1,2,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11071056,1,EMFResourceInitialization
2,2,StatisticBasedCase,4,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,269019505,1,Generation
2,2,StatisticBasedCase,4,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,24414744,1,Generation
