MetricName,MetricValue,Tool,PhaseName,Scenario,Sequence,RunIndex,CaseName,Iteration,Size
Memory,28379064,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,BasicXform,7,1,StatisticBasedCase,2,8
Time,76990334,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,8
Memory,28393624,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,8
PeakMemory,92804376,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,8
AverageMemory,60592108,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,8
Time,273769,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,BasicXform,9,1,StatisticBasedCase,3,8
Memory,28395728,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,BasicXform,9,1,StatisticBasedCase,3,8
Time,78497913,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,8
Memory,28405816,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,8
PeakMemory,92821256,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,8
AverageMemory,60608880,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,8
Time,346195,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,BasicXform,11,1,StatisticBasedCase,4,8
Memory,28408344,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,BasicXform,11,1,StatisticBasedCase,4,8
Time,68749270,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,8
Memory,28616992,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,8
PeakMemory,71358872,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,8
AverageMemory,60621436,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,8
Time,237644,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,BasicXform,13,1,StatisticBasedCase,5,8
Memory,28619568,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,BasicXform,13,1,StatisticBasedCase,5,8
Time,62825766,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,8
Memory,28628824,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,8
PeakMemory,71570064,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,8
AverageMemory,60832632,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,8
Time,144600,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,BasicXform,1,3,StatisticBasedCase,1,1
Memory,9593512,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,BasicXform,1,3,StatisticBasedCase,1,1
Time,46500739,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,BasicXform,2,3,StatisticBasedCase,1,1
Memory,10904424,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,BasicXform,2,3,StatisticBasedCase,1,1
Time,46634373,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,BasicXform,3,3,StatisticBasedCase,1,1
Memory,12070248,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,BasicXform,3,3,StatisticBasedCase,1,1
PeakMemory,52655296,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,BasicXform,3,3,StatisticBasedCase,1,1
AverageMemory,41917872,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,BasicXform,3,3,StatisticBasedCase,1,1
Time,23405698,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,BasicXform,4,3,StatisticBasedCase,1,1
Memory,12784392,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,BasicXform,4,3,StatisticBasedCase,1,1
AverageMemory,44282120,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,BasicXform,4,3,StatisticBasedCase,1,1
PeakMemory,55019544,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,BasicXform,4,3,StatisticBasedCase,1,1
Time,2355934,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,5,3,StatisticBasedCase,1,1
Memory,12875024,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,5,3,StatisticBasedCase,1,1
Time,18507,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,6,3,StatisticBasedCase,1,1
Memory,12876208,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,6,3,StatisticBasedCase,1,1
PeakMemory,34350656,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,6,3,StatisticBasedCase,1,1
AverageMemory,23613376,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,6,3,StatisticBasedCase,1,1
Time,2149381,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,7,3,StatisticBasedCase,2,1
Memory,12902968,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,7,3,StatisticBasedCase,2,1
Time,17369,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,8,3,StatisticBasedCase,2,1
Memory,12903840,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,8,3,StatisticBasedCase,2,1
PeakMemory,34378600,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,8,3,StatisticBasedCase,2,1
AverageMemory,34378600,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,8,3,StatisticBasedCase,2,1
Time,2125816,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,9,3,StatisticBasedCase,3,1
Memory,12932136,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,9,3,StatisticBasedCase,3,1
Time,20460,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,10,3,StatisticBasedCase,3,1
Memory,12933008,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,10,3,StatisticBasedCase,3,1
PeakMemory,34407768,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,10,3,StatisticBasedCase,3,1
AverageMemory,34407768,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,10,3,StatisticBasedCase,3,1
Time,1965578,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,11,3,StatisticBasedCase,4,1
Memory,12961840,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,11,3,StatisticBasedCase,4,1
Time,15267,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,12,3,StatisticBasedCase,4,1
Memory,12962736,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,12,3,StatisticBasedCase,4,1
AverageMemory,34437496,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,12,3,StatisticBasedCase,4,1
PeakMemory,55912352,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,12,3,StatisticBasedCase,4,1
Time,2142463,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,13,3,StatisticBasedCase,5,1
Memory,12988000,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,13,3,StatisticBasedCase,5,1
Time,18611,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,14,3,StatisticBasedCase,5,1
Memory,12988872,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,14,3,StatisticBasedCase,5,1
AverageMemory,34463632,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,14,3,StatisticBasedCase,5,1
PeakMemory,34463632,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,14,3,StatisticBasedCase,5,1
Time,212340,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,BasicXform,1,2,StatisticBasedCase,1,2
Memory,9520584,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,BasicXform,1,2,StatisticBasedCase,1,2
Time,122812862,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,BasicXform,2,2,StatisticBasedCase,1,2
Memory,12117912,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,BasicXform,2,2,StatisticBasedCase,1,2
Time,51904285,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,BasicXform,3,2,StatisticBasedCase,1,2
Memory,12671240,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,BasicXform,3,2,StatisticBasedCase,1,2
PeakMemory,74185896,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,BasicXform,3,2,StatisticBasedCase,1,2
AverageMemory,52711032,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,BasicXform,3,2,StatisticBasedCase,1,2
Time,48190692,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,BasicXform,4,2,StatisticBasedCase,1,2
Memory,13766280,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,BasicXform,4,2,StatisticBasedCase,1,2
PeakMemory,34146672,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,BasicXform,4,2,StatisticBasedCase,1,2
AverageMemory,34146672,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,BasicXform,4,2,StatisticBasedCase,1,2
Time,129416,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,5,2,StatisticBasedCase,1,2
Memory,13766656,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,5,2,StatisticBasedCase,1,2
Time,51190519,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,6,2,StatisticBasedCase,1,2
Memory,13770896,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,6,2,StatisticBasedCase,1,2
AverageMemory,35242288,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,6,2,StatisticBasedCase,1,2
PeakMemory,35242288,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,6,2,StatisticBasedCase,1,2
Time,141296,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,7,2,StatisticBasedCase,2,2
Memory,13771280,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,7,2,StatisticBasedCase,2,2
Time,44767102,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,8,2,StatisticBasedCase,2,2
Memory,13782776,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,8,2,StatisticBasedCase,2,2
PeakMemory,35246912,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,8,2,StatisticBasedCase,2,2
AverageMemory,35246912,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,8,2,StatisticBasedCase,2,2
Time,209166,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,9,2,StatisticBasedCase,3,2
Memory,13783256,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,9,2,StatisticBasedCase,3,2
Time,42266629,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,10,2,StatisticBasedCase,3,2
Memory,13798672,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,10,2,StatisticBasedCase,3,2
PeakMemory,56733744,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,10,2,StatisticBasedCase,3,2
AverageMemory,35258888,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,10,2,StatisticBasedCase,3,2
Time,142118,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,11,2,StatisticBasedCase,4,2
Memory,13799048,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,11,2,StatisticBasedCase,4,2
Time,40130727,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,2
Memory,13807416,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,2
PeakMemory,35274704,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,2
AverageMemory,35274704,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,2
Time,143007,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,13,2,StatisticBasedCase,5,2
Memory,13807896,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,13,2,StatisticBasedCase,5,2
Time,40451860,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,2
Memory,13813520,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,2
PeakMemory,35283528,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,2
AverageMemory,35283528,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,2
Time,255746,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,BasicXform,1,3,StatisticBasedCase,1,16
Memory,9649712,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,BasicXform,1,3,StatisticBasedCase,1,16
Time,3737330904,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Generation,BasicXform,2,3,StatisticBasedCase,1,16
Memory,102835064,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Generation,BasicXform,2,3,StatisticBasedCase,1,16
Time,459410275,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,BasicXform,3,3,StatisticBasedCase,1,16
Memory,53681128,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,BasicXform,3,3,StatisticBasedCase,1,16
PeakMemory,206134688,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,BasicXform,3,3,StatisticBasedCase,1,16
AverageMemory,130720520,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,BasicXform,3,3,StatisticBasedCase,1,16
Time,158395587,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,BasicXform,4,3,StatisticBasedCase,1,16
Memory,65117056,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,BasicXform,4,3,StatisticBasedCase,1,16
PeakMemory,139567864,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,BasicXform,4,3,StatisticBasedCase,1,16
AverageMemory,118096332,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,BasicXform,4,3,StatisticBasedCase,1,16
Time,452701,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,BasicXform,5,3,StatisticBasedCase,1,16
Memory,65129968,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,BasicXform,5,3,StatisticBasedCase,1,16
Time,165718561,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,BasicXform,6,3,StatisticBasedCase,1,16
Memory,65339728,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,BasicXform,6,3,StatisticBasedCase,1,16
PeakMemory,193966576,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,BasicXform,6,3,StatisticBasedCase,1,16
AverageMemory,151020196,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,BasicXform,6,3,StatisticBasedCase,1,16
Time,344253,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,BasicXform,7,3,StatisticBasedCase,2,16
