MetricName,Iteration,Size,Scenario,PhaseName,CaseName,MetricValue,RunIndex,Tool,Sequence
Time,5,1,BasicXform,Modification,StatisticBasedCase,2320045,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13
Memory,5,1,BasicXform,Modification,StatisticBasedCase,15298992,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13
Time,5,1,BasicXform,M2MTransformation2,StatisticBasedCase,18498,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
Memory,5,1,BasicXform,M2MTransformation2,StatisticBasedCase,15299832,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
PeakMemory,5,1,BasicXform,M2MTransformation2,StatisticBasedCase,36774592,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
AverageMemory,5,1,BasicXform,M2MTransformation2,StatisticBasedCase,26037312,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
Time,1,16,BasicXform,EMFResourceInitialization,StatisticBasedCase,446070,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1
Memory,1,16,BasicXform,EMFResourceInitialization,StatisticBasedCase,11348368,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1
Time,1,16,BasicXform,Generation,StatisticBasedCase,3300543055,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2
Memory,1,16,BasicXform,Generation,StatisticBasedCase,193722176,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2
Time,1,16,BasicXform,Initialization,StatisticBasedCase,146533093,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3
Memory,1,16,BasicXform,Initialization,StatisticBasedCase,21892688,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3
AverageMemory,1,16,BasicXform,Initialization,StatisticBasedCase,87889232,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3
PeakMemory,1,16,BasicXform,Initialization,StatisticBasedCase,119662968,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3
Time,1,16,BasicXform,M2MTransformation1,StatisticBasedCase,303119817,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
Memory,1,16,BasicXform,M2MTransformation1,StatisticBasedCase,28512896,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
PeakMemory,1,16,BasicXform,M2MTransformation1,StatisticBasedCase,316400128,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
AverageMemory,1,16,BasicXform,M2MTransformation1,StatisticBasedCase,190182920,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
Time,1,16,BasicXform,Modification,StatisticBasedCase,274587,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5
Memory,1,16,BasicXform,Modification,StatisticBasedCase,28513288,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5
Time,1,16,BasicXform,M2MTransformation2,StatisticBasedCase,352563211,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6
Memory,1,16,BasicXform,M2MTransformation2,StatisticBasedCase,28522552,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6
AverageMemory,1,16,BasicXform,M2MTransformation2,StatisticBasedCase,196803600,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6
PeakMemory,1,16,BasicXform,M2MTransformation2,StatisticBasedCase,365970432,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6
Time,2,16,BasicXform,Modification,StatisticBasedCase,482171,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,7
Memory,2,16,BasicXform,Modification,StatisticBasedCase,28521696,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,7
Time,2,16,BasicXform,M2MTransformation2,StatisticBasedCase,394794397,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
Memory,2,16,BasicXform,M2MTransformation2,StatisticBasedCase,28529472,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
AverageMemory,2,16,BasicXform,M2MTransformation2,StatisticBasedCase,218286908,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
PeakMemory,2,16,BasicXform,M2MTransformation2,StatisticBasedCase,365978944,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
Time,3,16,BasicXform,Modification,StatisticBasedCase,151591,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,9
Memory,3,16,BasicXform,Modification,StatisticBasedCase,28529640,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,9
Time,3,16,BasicXform,M2MTransformation2,StatisticBasedCase,272948832,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10
Memory,3,16,BasicXform,M2MTransformation2,StatisticBasedCase,28537120,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10
PeakMemory,3,16,BasicXform,M2MTransformation2,StatisticBasedCase,323037160,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10
AverageMemory,3,16,BasicXform,M2MTransformation2,StatisticBasedCase,196819988,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10
Time,4,16,BasicXform,Modification,StatisticBasedCase,155127,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,11
Memory,4,16,BasicXform,Modification,StatisticBasedCase,28537320,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,11
Time,4,16,BasicXform,M2MTransformation2,StatisticBasedCase,263257279,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12
Memory,4,16,BasicXform,M2MTransformation2,StatisticBasedCase,28545392,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12
AverageMemory,4,16,BasicXform,M2MTransformation2,StatisticBasedCase,196827716,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12
PeakMemory,4,16,BasicXform,M2MTransformation2,StatisticBasedCase,323044912,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12
Time,5,16,BasicXform,Modification,StatisticBasedCase,168769,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,13
Memory,5,16,BasicXform,Modification,StatisticBasedCase,28545592,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,13
Time,5,16,BasicXform,M2MTransformation2,StatisticBasedCase,258747963,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14
Memory,5,16,BasicXform,M2MTransformation2,StatisticBasedCase,28553024,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14
PeakMemory,5,16,BasicXform,M2MTransformation2,StatisticBasedCase,323053128,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14
AverageMemory,5,16,BasicXform,M2MTransformation2,StatisticBasedCase,196835948,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14
Time,1,4,BasicXform,EMFResourceInitialization,StatisticBasedCase,201005,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
Memory,1,4,BasicXform,EMFResourceInitialization,StatisticBasedCase,11174760,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
Time,1,4,BasicXform,Generation,StatisticBasedCase,242270719,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2
Memory,1,4,BasicXform,Generation,StatisticBasedCase,22850472,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2
Time,1,4,BasicXform,Initialization,StatisticBasedCase,46255315,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3
Memory,1,4,BasicXform,Initialization,StatisticBasedCase,18068032,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3
PeakMemory,1,4,BasicXform,Initialization,StatisticBasedCase,54609368,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3
AverageMemory,1,4,BasicXform,Initialization,StatisticBasedCase,43871944,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3
Time,1,4,BasicXform,M2MTransformation1,StatisticBasedCase,38409372,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Memory,1,4,BasicXform,M2MTransformation1,StatisticBasedCase,21601592,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
PeakMemory,1,4,BasicXform,M2MTransformation1,StatisticBasedCase,39543464,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
AverageMemory,1,4,BasicXform,M2MTransformation1,StatisticBasedCase,39543464,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Time,1,4,BasicXform,Modification,StatisticBasedCase,298413,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5
Memory,1,4,BasicXform,Modification,StatisticBasedCase,21628016,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5
Time,1,4,BasicXform,M2MTransformation2,StatisticBasedCase,46034714,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
Memory,1,4,BasicXform,M2MTransformation2,StatisticBasedCase,21642936,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
AverageMemory,1,4,BasicXform,M2MTransformation2,StatisticBasedCase,53841040,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
PeakMemory,1,4,BasicXform,M2MTransformation2,StatisticBasedCase,64578464,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
Time,2,4,BasicXform,Modification,StatisticBasedCase,367842,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7
Memory,2,4,BasicXform,Modification,StatisticBasedCase,21669448,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7
Time,2,4,BasicXform,M2MTransformation2,StatisticBasedCase,41646542,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
Memory,2,4,BasicXform,M2MTransformation2,StatisticBasedCase,21684488,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
AverageMemory,2,4,BasicXform,M2MTransformation2,StatisticBasedCase,53882460,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
PeakMemory,2,4,BasicXform,M2MTransformation2,StatisticBasedCase,64619872,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
Time,3,4,BasicXform,Modification,StatisticBasedCase,385450,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9
Memory,3,4,BasicXform,Modification,StatisticBasedCase,21711200,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9
Time,3,4,BasicXform,M2MTransformation2,StatisticBasedCase,39912162,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10
Memory,3,4,BasicXform,M2MTransformation2,StatisticBasedCase,21728920,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10
PeakMemory,3,4,BasicXform,M2MTransformation2,StatisticBasedCase,64661648,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10
AverageMemory,3,4,BasicXform,M2MTransformation2,StatisticBasedCase,53924224,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10
Time,4,4,BasicXform,Modification,StatisticBasedCase,302378,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11
Memory,4,4,BasicXform,Modification,StatisticBasedCase,21755784,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11
Time,4,4,BasicXform,M2MTransformation2,StatisticBasedCase,36465497,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12
Memory,4,4,BasicXform,M2MTransformation2,StatisticBasedCase,21771008,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12
AverageMemory,4,4,BasicXform,M2MTransformation2,StatisticBasedCase,53968928,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12
PeakMemory,4,4,BasicXform,M2MTransformation2,StatisticBasedCase,64706448,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12
Time,5,4,BasicXform,Modification,StatisticBasedCase,304001,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13
Memory,5,4,BasicXform,Modification,StatisticBasedCase,21798136,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13
Time,5,4,BasicXform,M2MTransformation2,StatisticBasedCase,34038679,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14
Memory,5,4,BasicXform,M2MTransformation2,StatisticBasedCase,21812856,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14
PeakMemory,5,4,BasicXform,M2MTransformation2,StatisticBasedCase,64748592,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14
AverageMemory,5,4,BasicXform,M2MTransformation2,StatisticBasedCase,54011164,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14
Time,1,32,BasicXform,EMFResourceInitialization,StatisticBasedCase,157972,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
Memory,1,32,BasicXform,EMFResourceInitialization,StatisticBasedCase,11490416,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
Time,1,32,BasicXform,Generation,StatisticBasedCase,14551521808,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2
Memory,1,32,BasicXform,Generation,StatisticBasedCase,809260136,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2
Time,1,32,BasicXform,Initialization,StatisticBasedCase,1149520159,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3
Memory,1,32,BasicXform,Initialization,StatisticBasedCase,324520072,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3
PeakMemory,1,32,BasicXform,Initialization,StatisticBasedCase,880545824,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3
AverageMemory,1,32,BasicXform,Initialization,StatisticBasedCase,574743821,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3
Time,1,32,BasicXform,M2MTransformation1,StatisticBasedCase,260097639,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Memory,1,32,BasicXform,M2MTransformation1,StatisticBasedCase,362328760,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
PeakMemory,1,32,BasicXform,M2MTransformation1,StatisticBasedCase,553083424,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
AverageMemory,1,32,BasicXform,M2MTransformation1,StatisticBasedCase,467372332,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Time,1,32,BasicXform,Modification,StatisticBasedCase,642852,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5
Memory,1,32,BasicXform,Modification,StatisticBasedCase,362370472,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5
Time,1,32,BasicXform,M2MTransformation2,StatisticBasedCase,532055087,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
Memory,1,32,BasicXform,M2MTransformation2,StatisticBasedCase,362385000,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
PeakMemory,1,32,BasicXform,M2MTransformation2,StatisticBasedCase,615937512,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
AverageMemory,1,32,BasicXform,M2MTransformation2,StatisticBasedCase,520850148,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
Time,2,32,BasicXform,Modification,StatisticBasedCase,374031,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7
Memory,2,32,BasicXform,Modification,StatisticBasedCase,362398648,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7
Time,2,32,BasicXform,M2MTransformation2,StatisticBasedCase,294641540,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
Memory,2,32,BasicXform,M2MTransformation2,StatisticBasedCase,362412648,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
PeakMemory,2,32,BasicXform,M2MTransformation2,StatisticBasedCase,617585472,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
AverageMemory,2,32,BasicXform,M2MTransformation2,StatisticBasedCase,521890692,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
Time,3,32,BasicXform,Modification,StatisticBasedCase,316872,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9
Memory,3,32,BasicXform,Modification,StatisticBasedCase,362426448,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9
Time,3,32,BasicXform,M2MTransformation2,StatisticBasedCase,283791994,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10
Memory,3,32,BasicXform,M2MTransformation2,StatisticBasedCase,362440168,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10
PeakMemory,3,32,BasicXform,M2MTransformation2,StatisticBasedCase,617613448,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10
AverageMemory,3,32,BasicXform,M2MTransformation2,StatisticBasedCase,521918580,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10
Time,4,32,BasicXform,Modification,StatisticBasedCase,336701,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11
Memory,4,32,BasicXform,Modification,StatisticBasedCase,362454152,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11
Time,4,32,BasicXform,M2MTransformation2,StatisticBasedCase,337629149,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12
Memory,4,32,BasicXform,M2MTransformation2,StatisticBasedCase,362468112,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12
PeakMemory,4,32,BasicXform,M2MTransformation2,StatisticBasedCase,617641152,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12
AverageMemory,4,32,BasicXform,M2MTransformation2,StatisticBasedCase,521946296,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12
Time,5,32,BasicXform,Modification,StatisticBasedCase,348198,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13
Memory,5,32,BasicXform,Modification,StatisticBasedCase,362482224,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13
Time,5,32,BasicXform,M2MTransformation2,StatisticBasedCase,279471861,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14
Memory,5,32,BasicXform,M2MTransformation2,StatisticBasedCase,362496008,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14
PeakMemory,5,32,BasicXform,M2MTransformation2,StatisticBasedCase,682093600,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14
AverageMemory,5,32,BasicXform,M2MTransformation2,StatisticBasedCase,521974296,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14
Time,1,16,BasicXform,EMFResourceInitialization,StatisticBasedCase,297042,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
Memory,1,16,BasicXform,EMFResourceInitialization,StatisticBasedCase,11310248,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
Time,1,16,BasicXform,Generation,StatisticBasedCase,3098876778,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2
Memory,1,16,BasicXform,Generation,StatisticBasedCase,193628296,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2
Time,1,16,BasicXform,Initialization,StatisticBasedCase,280042297,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3
Memory,1,16,BasicXform,Initialization,StatisticBasedCase,85042744,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3
PeakMemory,1,16,BasicXform,Initialization,StatisticBasedCase,247161496,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3
AverageMemory,1,16,BasicXform,Initialization,StatisticBasedCase,151751236,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3
Time,1,16,BasicXform,M2MTransformation1,StatisticBasedCase,133465656,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Memory,1,16,BasicXform,M2MTransformation1,StatisticBasedCase,101863800,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
AverageMemory,1,16,BasicXform,M2MTransformation1,StatisticBasedCase,191191096,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
PeakMemory,1,16,BasicXform,M2MTransformation1,StatisticBasedCase,255002432,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Time,1,16,BasicXform,Modification,StatisticBasedCase,641533,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5
Memory,1,16,BasicXform,Modification,StatisticBasedCase,101916952,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5
Time,1,16,BasicXform,M2MTransformation2,StatisticBasedCase,150971634,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
Memory,1,16,BasicXform,M2MTransformation2,StatisticBasedCase,101932176,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
PeakMemory,1,16,BasicXform,M2MTransformation2,StatisticBasedCase,228926936,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
AverageMemory,1,16,BasicXform,M2MTransformation2,StatisticBasedCase,186590528,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
Time,2,16,BasicXform,Modification,StatisticBasedCase,569470,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7
Memory,2,16,BasicXform,Modification,StatisticBasedCase,101985424,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7
Time,2,16,BasicXform,M2MTransformation2,StatisticBasedCase,142915304,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
Memory,2,16,BasicXform,M2MTransformation2,StatisticBasedCase,102000600,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
PeakMemory,2,16,BasicXform,M2MTransformation2,StatisticBasedCase,228995432,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
AverageMemory,2,16,BasicXform,M2MTransformation2,StatisticBasedCase,186659012,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
Time,3,16,BasicXform,Modification,StatisticBasedCase,540686,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9
Memory,3,16,BasicXform,Modification,StatisticBasedCase,102054048,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9
Time,3,16,BasicXform,M2MTransformation2,StatisticBasedCase,139405433,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10
Memory,3,16,BasicXform,M2MTransformation2,StatisticBasedCase,102068784,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10
PeakMemory,3,16,BasicXform,M2MTransformation2,StatisticBasedCase,229064064,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10
AverageMemory,3,16,BasicXform,M2MTransformation2,StatisticBasedCase,186727640,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10
Time,4,16,BasicXform,Modification,StatisticBasedCase,480340,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11
Memory,4,16,BasicXform,Modification,StatisticBasedCase,102122368,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11
Time,4,16,BasicXform,M2MTransformation2,StatisticBasedCase,232984183,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12
Memory,4,16,BasicXform,M2MTransformation2,StatisticBasedCase,102137664,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12
PeakMemory,4,16,BasicXform,M2MTransformation2,StatisticBasedCase,272082152,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12
AverageMemory,4,16,BasicXform,M2MTransformation2,StatisticBasedCase,208270856,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12
Time,5,16,BasicXform,Modification,StatisticBasedCase,523126,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13
Memory,5,16,BasicXform,Modification,StatisticBasedCase,102191512,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13
Time,5,16,BasicXform,M2MTransformation2,StatisticBasedCase,131069556,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14
Memory,5,16,BasicXform,M2MTransformation2,StatisticBasedCase,102207328,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14
PeakMemory,5,16,BasicXform,M2MTransformation2,StatisticBasedCase,229201512,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14
AverageMemory,5,16,BasicXform,M2MTransformation2,StatisticBasedCase,186865096,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14
Time,1,64,BasicXform,EMFResourceInitialization,StatisticBasedCase,354698,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
Memory,1,64,BasicXform,EMFResourceInitialization,StatisticBasedCase,11861048,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
Time,1,64,BasicXform,Generation,StatisticBasedCase,100129799877,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2
Memory,1,64,BasicXform,Generation,StatisticBasedCase,3578831464,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2
Time,1,64,BasicXform,Initialization,StatisticBasedCase,9121285096,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3
Memory,1,64,BasicXform,Initialization,StatisticBasedCase,1646634168,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3
PeakMemory,1,64,BasicXform,Initialization,StatisticBasedCase,2788011536,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3
AverageMemory,1,64,BasicXform,Initialization,StatisticBasedCase,1217552984,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3
Time,1,64,BasicXform,M2MTransformation1,StatisticBasedCase,588420586,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Memory,1,64,BasicXform,M2MTransformation1,StatisticBasedCase,1739307920,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
PeakMemory,1,64,BasicXform,M2MTransformation1,StatisticBasedCase,2133206112,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
AverageMemory,1,64,BasicXform,M2MTransformation1,StatisticBasedCase,1901505452,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Time,1,64,BasicXform,Modification,StatisticBasedCase,1985981,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5
Memory,1,64,BasicXform,Modification,StatisticBasedCase,1739514496,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5
Time,1,64,BasicXform,M2MTransformation2,StatisticBasedCase,754841717,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
Memory,1,64,BasicXform,M2MTransformation2,StatisticBasedCase,1739530080,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
AverageMemory,1,64,BasicXform,M2MTransformation2,StatisticBasedCase,2030555932,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
PeakMemory,1,64,BasicXform,M2MTransformation2,StatisticBasedCase,2295138408,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
Time,2,64,BasicXform,Modification,StatisticBasedCase,1565421,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7
Memory,2,64,BasicXform,Modification,StatisticBasedCase,1739737576,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7
Time,2,64,BasicXform,M2MTransformation2,StatisticBasedCase,720303701,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
