Sequence,Iteration,Scenario,Tool,RunIndex,CaseName,PhaseName,MetricName,Size,MetricValue
11,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,Modification,Memory,8,13659496
12,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Time,8,7381335544
12,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Memory,8,14229776
12,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,AverageMemory,8,690900402
12,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,PeakMemory,8,1446479080
13,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,Modification,Time,8,109663
13,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,Modification,Memory,8,14229872
14,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Time,8,7422067565
14,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Memory,8,14704176
14,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,AverageMemory,8,675585807
14,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,PeakMemory,8,1446885544
1,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,Time,2,397605
1,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,Memory,2,9459608
2,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,Generation,Time,2,114755237
2,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,Generation,Memory,2,11234376
3,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,Initialization,Time,2,61315302
3,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,Initialization,Memory,2,12576712
3,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,Initialization,PeakMemory,2,95588704
3,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,Initialization,AverageMemory,2,52639000
4,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,M2MTransformation1,Time,2,41325129
4,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,M2MTransformation1,Memory,2,13590120
4,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,M2MTransformation1,AverageMemory,2,34052144
4,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,M2MTransformation1,PeakMemory,2,34052144
5,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,Modification,Time,2,253274
5,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,Modification,Memory,2,13590568
6,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Time,2,40990220
6,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Memory,2,13593352
6,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,PeakMemory,2,35066200
6,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,AverageMemory,2,35066200
7,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,Modification,Time,2,156639
7,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,Modification,Memory,2,13593744
8,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Time,2,39435690
8,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Memory,2,13598144
8,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,PeakMemory,2,35069376
8,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,AverageMemory,2,35069376
9,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,Modification,Time,2,288279
9,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,Modification,Memory,2,13598656
10,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Time,2,38011843
10,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Memory,2,13602088
10,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,AverageMemory,2,35074288
10,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,PeakMemory,2,35074288
11,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,Modification,Time,2,271172
11,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,Modification,Memory,2,13602472
12,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Time,2,34240620
12,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Memory,2,13607536
12,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,PeakMemory,2,56552984
12,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,AverageMemory,2,35078128
13,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,Modification,Time,2,157996
13,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,Modification,Memory,2,13608032
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Time,2,35802799
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Memory,2,13611784
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,PeakMemory,2,35083664
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,AverageMemory,2,35083664
1,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,EMFResourceInitialization,Time,2,456996
1,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,EMFResourceInitialization,Memory,2,9459048
2,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,Generation,Time,2,120584408
2,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,Generation,Memory,2,11239256
3,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,Initialization,Time,2,64580444
3,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,Initialization,Memory,2,12581744
3,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,Initialization,PeakMemory,2,74118696
3,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,Initialization,AverageMemory,2,52643848
4,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,M2MTransformation1,Time,2,50302824
4,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,M2MTransformation1,Memory,2,13595424
4,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,M2MTransformation1,PeakMemory,2,34057224
4,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,M2MTransformation1,AverageMemory,2,34057224
5,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,Modification,Time,2,169042
5,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,Modification,Memory,2,13595872
6,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Time,2,49975791
6,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Memory,2,13599296
6,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,AverageMemory,2,35071552
6,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,PeakMemory,2,35071552
7,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,Modification,Time,2,183597
7,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,Modification,Memory,2,13599680
8,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Time,2,46844065
8,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Memory,2,13603696
8,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,AverageMemory,2,35075360
8,2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,PeakMemory,2,56550216
9,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,Modification,Time,2,187308
9,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,Modification,Memory,2,13604304
10,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Time,2,46981386
10,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Memory,2,13608272
10,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,PeakMemory,2,35079984
10,3,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,AverageMemory,2,35079984
11,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,Modification,Time,2,151390
11,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,Modification,Memory,2,13608648
12,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Time,2,46561994
12,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Memory,2,13612664
12,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,PeakMemory,2,35084352
12,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,AverageMemory,2,35084352
13,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,Modification,Time,2,153281
13,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,Modification,Memory,2,13613152
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Time,2,43899908
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,Memory,2,13616808
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,PeakMemory,2,35088832
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,StatisticBasedCase,M2MTransformation2,AverageMemory,2,35088832
1,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,Time,4,183025
1,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,Memory,4,9539856
2,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,Generation,Time,4,289839285
2,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,Generation,Memory,4,15769224
3,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,Initialization,Time,4,79943709
3,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,Initialization,Memory,4,15665232
3,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,Initialization,PeakMemory,4,74517144
3,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,Initialization,AverageMemory,4,53009532
4,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation1,Time,4,99961430
4,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation1,Memory,4,17762168
4,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation1,AverageMemory,4,58615484
4,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation1,PeakMemory,4,90827760
5,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,Modification,Time,4,2814915
5,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,Modification,Memory,4,17852088
6,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Time,4,15005
6,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Memory,4,17852960
6,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,PeakMemory,4,39327720
6,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,AverageMemory,4,28590440
7,2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,Modification,Time,4,2091332
7,2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,Modification,Memory,4,17871584
8,2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Time,4,13888
8,2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Memory,4,17872456
8,2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,PeakMemory,4,39347216
8,2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,AverageMemory,4,28609936
9,3,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,Modification,Time,4,1604606
9,3,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,Modification,Memory,4,17892288
10,3,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Time,4,17247
10,3,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Memory,4,17893160
10,3,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,AverageMemory,4,39367920
10,3,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,PeakMemory,4,39367920
11,4,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,Modification,Time,4,1532319
11,4,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,Modification,Memory,4,17912128
12,4,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Time,4,17451
12,4,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Memory,4,17913824
12,4,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,PeakMemory,4,39387784
12,4,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,AverageMemory,4,28650504
13,5,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,Modification,Time,4,1661545
13,5,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,Modification,Memory,4,17931352
14,5,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Time,4,19358
14,5,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Memory,4,17932224
14,5,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,AverageMemory,4,28669704
14,5,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,PeakMemory,4,39406984
1,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,Time,2,559168
1,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,Memory,2,9233672
2,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,Generation,Time,2,144181756
2,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,Generation,Memory,2,11656824
3,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,Initialization,Time,2,16688
3,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,Initialization,Memory,2,9480416
3,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,Initialization,AverageMemory,2,20217736
3,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,Initialization,PeakMemory,2,30954856
4,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,M2MTransformation1,Time,2,640804354
4,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,M2MTransformation1,Memory,2,9894464
4,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,M2MTransformation1,AverageMemory,2,52660064
4,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,M2MTransformation1,PeakMemory,2,1083681040
5,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,Modification,Time,2,92708
5,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,Modification,Memory,2,9894592
6,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Time,2,456129789
6,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Memory,2,10019432
6,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,AverageMemory,2,53107152
6,1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,PeakMemory,2,1084161080
7,2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,Modification,Time,2,108963
7,2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,Modification,Memory,2,10019520
8,2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Time,2,466890329
8,2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Memory,2,10151288
8,2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,AverageMemory,2,53199336
8,2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,PeakMemory,2,1084220472
9,3,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,Modification,Time,2,159219
9,3,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,Modification,Memory,2,10151376
10,3,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Time,2,467475933
10,3,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Memory,2,10301752
10,3,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,PeakMemory,2,1084434296
10,3,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,AverageMemory,2,53372304
11,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,Modification,Time,2,105202
11,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,Modification,Memory,2,10301864
12,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Time,2,481448172
12,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Memory,2,10424928
12,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,AverageMemory,2,58829700
12,4,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,PeakMemory,2,1084502840
13,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,Modification,Time,2,75340
13,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,Modification,Memory,2,10425016
14,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Time,2,485400887
14,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,Memory,2,10549368
14,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,AverageMemory,2,611134736
14,5,BasicXform,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,M2MTransformation2,PeakMemory,2,1183238632
1,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,Time,2,186569
1,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,Memory,2,9464024
2,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,StatisticBasedCase,Generation,Time,2,105875094
2,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,StatisticBasedCase,Generation,Memory,2,11863768
3,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,StatisticBasedCase,Initialization,Time,2,100647062
3,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,StatisticBasedCase,Initialization,Memory,2,12329960
3,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,StatisticBasedCase,Initialization,AverageMemory,2,52657980
3,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,StatisticBasedCase,Initialization,PeakMemory,2,74132832
4,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,StatisticBasedCase,M2MTransformation1,Time,2,46954638
4,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,StatisticBasedCase,M2MTransformation1,Memory,2,12921120
4,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,StatisticBasedCase,M2MTransformation1,PeakMemory,2,44542888
4,1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,StatisticBasedCase,M2MTransformation1,AverageMemory,2,33805448
