PhaseName,Sequence,Size,Scenario,RunIndex,CaseName,MetricValue,Iteration,Tool,MetricName
M2MTransformation2,14,2,BasicXform,3,StatisticBasedCase,14144720,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,14,2,BasicXform,3,StatisticBasedCase,35619528,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
M2MTransformation2,14,2,BasicXform,3,StatisticBasedCase,35619528,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
EMFResourceInitialization,1,64,BasicXform,1,StatisticBasedCase,275929,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
EMFResourceInitialization,1,64,BasicXform,1,StatisticBasedCase,10171264,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
Generation,2,64,BasicXform,1,StatisticBasedCase,77437559287,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Generation,2,64,BasicXform,1,StatisticBasedCase,1721096936,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
Initialization,3,64,BasicXform,1,StatisticBasedCase,3683660274,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Initialization,3,64,BasicXform,1,StatisticBasedCase,196239328,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
Initialization,3,64,BasicXform,1,StatisticBasedCase,501280808,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
Initialization,3,64,BasicXform,1,StatisticBasedCase,891391512,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
M2MTransformation1,4,64,BasicXform,1,StatisticBasedCase,1166974688,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation1,4,64,BasicXform,1,StatisticBasedCase,226829256,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation1,4,64,BasicXform,1,StatisticBasedCase,668843002,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
M2MTransformation1,4,64,BasicXform,1,StatisticBasedCase,952404776,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
Modification,5,64,BasicXform,1,StatisticBasedCase,873799,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Modification,5,64,BasicXform,1,StatisticBasedCase,226829496,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,6,64,BasicXform,1,StatisticBasedCase,1100775081,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation2,6,64,BasicXform,1,StatisticBasedCase,226839992,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,6,64,BasicXform,1,StatisticBasedCase,730940170,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
M2MTransformation2,6,64,BasicXform,1,StatisticBasedCase,1014501928,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
Modification,7,64,BasicXform,1,StatisticBasedCase,603389,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Modification,7,64,BasicXform,1,StatisticBasedCase,226840008,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,8,64,BasicXform,1,StatisticBasedCase,1032092737,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation2,8,64,BasicXform,1,StatisticBasedCase,226842248,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,8,64,BasicXform,1,StatisticBasedCase,1035761192,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
M2MTransformation2,8,64,BasicXform,1,StatisticBasedCase,744282717,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
Modification,9,64,BasicXform,1,StatisticBasedCase,525841,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Modification,9,64,BasicXform,1,StatisticBasedCase,226842264,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,10,64,BasicXform,1,StatisticBasedCase,1022769049,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation2,10,64,BasicXform,1,StatisticBasedCase,226844184,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,10,64,BasicXform,1,StatisticBasedCase,1003006224,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
M2MTransformation2,10,64,BasicXform,1,StatisticBasedCase,754634016,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
Modification,11,64,BasicXform,1,StatisticBasedCase,573441,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Modification,11,64,BasicXform,1,StatisticBasedCase,226844224,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,12,64,BasicXform,1,StatisticBasedCase,1016431613,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation2,12,64,BasicXform,1,StatisticBasedCase,226852216,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,12,64,BasicXform,1,StatisticBasedCase,1003008800,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
M2MTransformation2,12,64,BasicXform,1,StatisticBasedCase,754636394,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
Modification,13,64,BasicXform,1,StatisticBasedCase,298938,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Modification,13,64,BasicXform,1,StatisticBasedCase,226852256,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,14,64,BasicXform,1,StatisticBasedCase,1009187585,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation2,14,64,BasicXform,1,StatisticBasedCase,226856568,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,14,64,BasicXform,1,StatisticBasedCase,754644098,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
M2MTransformation2,14,64,BasicXform,1,StatisticBasedCase,1003016352,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
EMFResourceInitialization,1,4,BasicXform,3,StatisticBasedCase,419150,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
EMFResourceInitialization,1,4,BasicXform,3,StatisticBasedCase,9497984,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
Generation,2,4,BasicXform,3,StatisticBasedCase,345480202,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Generation,2,4,BasicXform,3,StatisticBasedCase,15745256,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
Initialization,3,4,BasicXform,3,StatisticBasedCase,77124577,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Initialization,3,4,BasicXform,3,StatisticBasedCase,12555104,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
Initialization,3,4,BasicXform,3,StatisticBasedCase,52933436,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
Initialization,3,4,BasicXform,3,StatisticBasedCase,74408272,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
M2MTransformation1,4,4,BasicXform,3,StatisticBasedCase,97867474,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation1,4,4,BasicXform,3,StatisticBasedCase,13702000,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation1,4,4,BasicXform,3,StatisticBasedCase,55505464,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
M2MTransformation1,4,4,BasicXform,3,StatisticBasedCase,44768024,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
Modification,5,4,BasicXform,3,StatisticBasedCase,205288,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Modification,5,4,BasicXform,3,StatisticBasedCase,13701776,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,6,4,BasicXform,3,StatisticBasedCase,89619888,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation2,6,4,BasicXform,3,StatisticBasedCase,13708200,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,6,4,BasicXform,3,StatisticBasedCase,56652304,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
M2MTransformation2,6,4,BasicXform,3,StatisticBasedCase,45914880,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
Modification,7,4,BasicXform,3,StatisticBasedCase,200085,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Modification,7,4,BasicXform,3,StatisticBasedCase,13707976,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,8,4,BasicXform,3,StatisticBasedCase,80087729,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation2,8,4,BasicXform,3,StatisticBasedCase,13714760,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,8,4,BasicXform,3,StatisticBasedCase,78133384,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
M2MTransformation2,8,4,BasicXform,3,StatisticBasedCase,45921092,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
Modification,9,4,BasicXform,3,StatisticBasedCase,198496,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Modification,9,4,BasicXform,3,StatisticBasedCase,13714664,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,10,4,BasicXform,3,StatisticBasedCase,71969830,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation2,10,4,BasicXform,3,StatisticBasedCase,13723664,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,10,4,BasicXform,3,StatisticBasedCase,56665200,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
M2MTransformation2,10,4,BasicXform,3,StatisticBasedCase,45927772,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
Modification,11,4,BasicXform,3,StatisticBasedCase,203094,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Modification,11,4,BasicXform,3,StatisticBasedCase,13723464,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,12,4,BasicXform,3,StatisticBasedCase,79456754,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation2,12,4,BasicXform,3,StatisticBasedCase,13734240,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,12,4,BasicXform,3,StatisticBasedCase,45936628,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
M2MTransformation2,12,4,BasicXform,3,StatisticBasedCase,56674088,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
Modification,13,4,BasicXform,3,StatisticBasedCase,195513,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Modification,13,4,BasicXform,3,StatisticBasedCase,13733104,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,14,4,BasicXform,3,StatisticBasedCase,74620400,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation2,14,4,BasicXform,3,StatisticBasedCase,13739104,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,14,4,BasicXform,3,StatisticBasedCase,56683640,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
M2MTransformation2,14,4,BasicXform,3,StatisticBasedCase,45946212,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
EMFResourceInitialization,1,8,BasicXform,3,StatisticBasedCase,209650,1,BATCH_OPTIMIZED-TEMPLATE,Time
EMFResourceInitialization,1,8,BasicXform,3,StatisticBasedCase,9299592,1,BATCH_OPTIMIZED-TEMPLATE,Memory
Generation,2,8,BasicXform,3,StatisticBasedCase,956480090,1,BATCH_OPTIMIZED-TEMPLATE,Time
Generation,2,8,BasicXform,3,StatisticBasedCase,32670464,1,BATCH_OPTIMIZED-TEMPLATE,Memory
Initialization,3,8,BasicXform,3,StatisticBasedCase,26064,1,BATCH_OPTIMIZED-TEMPLATE,Time
Initialization,3,8,BasicXform,3,StatisticBasedCase,10405696,1,BATCH_OPTIMIZED-TEMPLATE,Memory
Initialization,3,8,BasicXform,3,StatisticBasedCase,31880136,1,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
Initialization,3,8,BasicXform,3,StatisticBasedCase,31880136,1,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
M2MTransformation1,4,8,BasicXform,3,StatisticBasedCase,7513359384,1,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation1,4,8,BasicXform,3,StatisticBasedCase,12188032,1,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation1,4,8,BasicXform,3,StatisticBasedCase,768330354,1,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
M2MTransformation1,4,8,BasicXform,3,StatisticBasedCase,1438104992,1,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
Modification,5,8,BasicXform,3,StatisticBasedCase,158645,1,BATCH_OPTIMIZED-TEMPLATE,Time
Modification,5,8,BasicXform,3,StatisticBasedCase,12188160,1,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,6,8,BasicXform,3,StatisticBasedCase,7318124116,1,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation2,6,8,BasicXform,3,StatisticBasedCase,12680264,1,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,6,8,BasicXform,3,StatisticBasedCase,1443983736,1,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
M2MTransformation2,6,8,BasicXform,3,StatisticBasedCase,724655440,1,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
Modification,7,8,BasicXform,3,StatisticBasedCase,147837,2,BATCH_OPTIMIZED-TEMPLATE,Time
Modification,7,8,BasicXform,3,StatisticBasedCase,12680360,2,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,8,8,BasicXform,3,StatisticBasedCase,7336873860,2,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation2,8,8,BasicXform,3,StatisticBasedCase,13198216,2,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,8,8,BasicXform,3,StatisticBasedCase,737285848,2,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
M2MTransformation2,8,8,BasicXform,3,StatisticBasedCase,1444353040,2,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
Modification,9,8,BasicXform,3,StatisticBasedCase,100632,3,BATCH_OPTIMIZED-TEMPLATE,Time
Modification,9,8,BasicXform,3,StatisticBasedCase,13198312,3,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,10,8,BasicXform,3,StatisticBasedCase,7347503463,3,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation2,10,8,BasicXform,3,StatisticBasedCase,13668784,3,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,10,8,BasicXform,3,StatisticBasedCase,731552007,3,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
M2MTransformation2,10,8,BasicXform,3,StatisticBasedCase,1445829408,3,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
Modification,11,8,BasicXform,3,StatisticBasedCase,107351,4,BATCH_OPTIMIZED-TEMPLATE,Time
Modification,11,8,BasicXform,3,StatisticBasedCase,13668904,4,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,12,8,BasicXform,3,StatisticBasedCase,7353946600,4,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation2,12,8,BasicXform,3,StatisticBasedCase,14239168,4,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,12,8,BasicXform,3,StatisticBasedCase,1446504872,4,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
M2MTransformation2,12,8,BasicXform,3,StatisticBasedCase,738410479,4,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
Modification,13,8,BasicXform,3,StatisticBasedCase,110174,5,BATCH_OPTIMIZED-TEMPLATE,Time
Modification,13,8,BasicXform,3,StatisticBasedCase,14239760,5,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,14,8,BasicXform,3,StatisticBasedCase,7383102967,5,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation2,14,8,BasicXform,3,StatisticBasedCase,14713120,5,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,14,8,BasicXform,3,StatisticBasedCase,1446911816,5,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
M2MTransformation2,14,8,BasicXform,3,StatisticBasedCase,719985613,5,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
EMFResourceInitialization,1,4,BasicXform,1,StatisticBasedCase,549368,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
EMFResourceInitialization,1,4,BasicXform,1,StatisticBasedCase,9540696,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
Generation,2,4,BasicXform,1,StatisticBasedCase,262389447,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Generation,2,4,BasicXform,1,StatisticBasedCase,16411304,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
Initialization,3,4,BasicXform,1,StatisticBasedCase,86446600,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Initialization,3,4,BasicXform,1,StatisticBasedCase,15871552,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
Initialization,3,4,BasicXform,1,StatisticBasedCase,74459088,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
Initialization,3,4,BasicXform,1,StatisticBasedCase,52984240,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
M2MTransformation1,4,4,BasicXform,1,StatisticBasedCase,111790008,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation1,4,4,BasicXform,1,StatisticBasedCase,18019080,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation1,4,4,BasicXform,1,StatisticBasedCase,58821852,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
M2MTransformation1,4,4,BasicXform,1,StatisticBasedCase,91034128,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
Modification,5,4,BasicXform,1,StatisticBasedCase,2725512,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,5,4,BasicXform,1,StatisticBasedCase,18113112,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,6,4,BasicXform,1,StatisticBasedCase,20187,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,6,4,BasicXform,1,StatisticBasedCase,18113984,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,6,4,BasicXform,1,StatisticBasedCase,28851488,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
M2MTransformation2,6,4,BasicXform,1,StatisticBasedCase,39588792,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
Modification,7,4,BasicXform,1,StatisticBasedCase,1712327,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,7,4,BasicXform,1,StatisticBasedCase,18133392,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,8,4,BasicXform,1,StatisticBasedCase,18493,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,8,4,BasicXform,1,StatisticBasedCase,18134264,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,8,4,BasicXform,1,StatisticBasedCase,39609072,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
M2MTransformation2,8,4,BasicXform,1,StatisticBasedCase,39609072,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
Modification,9,4,BasicXform,1,StatisticBasedCase,1536036,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,9,4,BasicXform,1,StatisticBasedCase,18154840,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,10,4,BasicXform,1,StatisticBasedCase,17199,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,10,4,BasicXform,1,StatisticBasedCase,18155712,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,10,4,BasicXform,1,StatisticBasedCase,39630520,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
M2MTransformation2,10,4,BasicXform,1,StatisticBasedCase,39630520,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
Modification,11,4,BasicXform,1,StatisticBasedCase,1676540,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,11,4,BasicXform,1,StatisticBasedCase,18188728,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,12,4,BasicXform,1,StatisticBasedCase,18533,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,12,4,BasicXform,1,StatisticBasedCase,18189624,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,12,4,BasicXform,1,StatisticBasedCase,39664432,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
M2MTransformation2,12,4,BasicXform,1,StatisticBasedCase,28927128,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
Modification,13,4,BasicXform,1,StatisticBasedCase,2551669,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,13,4,BasicXform,1,StatisticBasedCase,18220632,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,14,4,BasicXform,1,StatisticBasedCase,18322,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,14,4,BasicXform,1,StatisticBasedCase,18221504,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,14,4,BasicXform,1,StatisticBasedCase,39696312,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
M2MTransformation2,14,4,BasicXform,1,StatisticBasedCase,39696312,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
EMFResourceInitialization,1,2,BasicXform,1,StatisticBasedCase,206383,1,BATCH_OPTIMIZED-TEMPLATE,Time
EMFResourceInitialization,1,2,BasicXform,1,StatisticBasedCase,9235128,1,BATCH_OPTIMIZED-TEMPLATE,Memory
Generation,2,2,BasicXform,1,StatisticBasedCase,137284242,1,BATCH_OPTIMIZED-TEMPLATE,Time
Generation,2,2,BasicXform,1,StatisticBasedCase,11023576,1,BATCH_OPTIMIZED-TEMPLATE,Memory
Initialization,3,2,BasicXform,1,StatisticBasedCase,19766,1,BATCH_OPTIMIZED-TEMPLATE,Time
Initialization,3,2,BasicXform,1,StatisticBasedCase,9469760,1,BATCH_OPTIMIZED-TEMPLATE,Memory
Initialization,3,2,BasicXform,1,StatisticBasedCase,30944152,1,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
Initialization,3,2,BasicXform,1,StatisticBasedCase,30944152,1,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
M2MTransformation1,4,2,BasicXform,1,StatisticBasedCase,525513007,1,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation1,4,2,BasicXform,1,StatisticBasedCase,9861152,1,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation1,4,2,BasicXform,1,StatisticBasedCase,481921424,1,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
M2MTransformation1,4,2,BasicXform,1,StatisticBasedCase,932897784,1,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
Modification,5,2,BasicXform,1,StatisticBasedCase,82657,1,BATCH_OPTIMIZED-TEMPLATE,Time
Modification,5,2,BasicXform,1,StatisticBasedCase,9861248,1,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,6,2,BasicXform,1,StatisticBasedCase,395549427,1,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation2,6,2,BasicXform,1,StatisticBasedCase,9976864,1,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,6,2,BasicXform,1,StatisticBasedCase,482069156,1,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
M2MTransformation2,6,2,BasicXform,1,StatisticBasedCase,954764400,1,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
Modification,7,2,BasicXform,1,StatisticBasedCase,90836,2,BATCH_OPTIMIZED-TEMPLATE,Time
Modification,7,2,BasicXform,1,StatisticBasedCase,9976960,2,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,8,2,BasicXform,1,StatisticBasedCase,369236766,2,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation2,8,2,BasicXform,1,StatisticBasedCase,10099512,2,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,8,2,BasicXform,1,StatisticBasedCase,488837580,2,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
M2MTransformation2,8,2,BasicXform,1,StatisticBasedCase,968352512,2,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
Modification,9,2,BasicXform,1,StatisticBasedCase,188323,3,BATCH_OPTIMIZED-TEMPLATE,Time
Modification,9,2,BasicXform,1,StatisticBasedCase,10099608,3,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,10,2,BasicXform,1,StatisticBasedCase,371248579,3,BATCH_OPTIMIZED-TEMPLATE,Time
M2MTransformation2,10,2,BasicXform,1,StatisticBasedCase,10211392,3,BATCH_OPTIMIZED-TEMPLATE,Memory
M2MTransformation2,10,2,BasicXform,1,StatisticBasedCase,942390376,3,BATCH_OPTIMIZED-TEMPLATE,PeakMemory
M2MTransformation2,10,2,BasicXform,1,StatisticBasedCase,486604032,3,BATCH_OPTIMIZED-TEMPLATE,AverageMemory
