MetricName,PhaseName,Scenario,Tool,Size,RunIndex,Sequence,Iteration,MetricValue,CaseName
Time,EMFResourceInitialization,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,1,1,168408,StatisticBasedCase
Memory,EMFResourceInitialization,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,1,1,9591648,StatisticBasedCase
Time,Generation,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,2,1,43695310,StatisticBasedCase
Memory,Generation,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,2,1,10899120,StatisticBasedCase
Time,Initialization,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,3,1,48437445,StatisticBasedCase
Memory,Initialization,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,3,1,12032432,StatisticBasedCase
AverageMemory,Initialization,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,3,1,41917880,StatisticBasedCase
PeakMemory,Initialization,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,3,1,52655304,StatisticBasedCase
Time,M2MTransformation1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,4,1,25334723,StatisticBasedCase
Memory,M2MTransformation1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,4,1,12771960,StatisticBasedCase
PeakMemory,M2MTransformation1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,4,1,54982704,StatisticBasedCase
AverageMemory,M2MTransformation1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,4,1,44245280,StatisticBasedCase
Time,Modification,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,5,1,2668000,StatisticBasedCase
Memory,Modification,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,5,1,12853896,StatisticBasedCase
Time,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,6,1,19488,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,6,1,12854768,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,6,1,34329528,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,6,1,34329528,StatisticBasedCase
Time,Modification,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,7,2,2002521,StatisticBasedCase
Memory,Modification,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,7,2,12881560,StatisticBasedCase
Time,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,8,2,20128,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,8,2,12882432,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,8,2,34357192,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,8,2,34357192,StatisticBasedCase
Time,Modification,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,9,3,1922170,StatisticBasedCase
Memory,Modification,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,9,3,12909608,StatisticBasedCase
Time,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,10,3,19900,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,10,3,12910480,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,10,3,34385240,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,10,3,34385240,StatisticBasedCase
Time,Modification,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,11,4,1890705,StatisticBasedCase
Memory,Modification,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,11,4,12934640,StatisticBasedCase
Time,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,12,4,17254,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,12,4,12935536,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,12,4,34410296,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,12,4,23673016,StatisticBasedCase
Time,Modification,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,13,5,2014396,StatisticBasedCase
Memory,Modification,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,13,5,12964664,StatisticBasedCase
Time,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,14,5,19063,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,14,5,12965536,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,14,5,23703016,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,14,5,34440296,StatisticBasedCase
Time,EMFResourceInitialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,1,1,168762,StatisticBasedCase
Memory,EMFResourceInitialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,1,1,9523064,StatisticBasedCase
Time,Generation,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,2,1,89195248,StatisticBasedCase
Memory,Generation,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,2,1,11640792,StatisticBasedCase
Time,Initialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,3,1,71826450,StatisticBasedCase
Memory,Initialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,3,1,12628832,StatisticBasedCase
AverageMemory,Initialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,3,1,41974972,StatisticBasedCase
PeakMemory,Initialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,3,1,63449824,StatisticBasedCase
Time,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,4,1,74459338,StatisticBasedCase
Memory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,4,1,13695968,StatisticBasedCase
PeakMemory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,4,1,66316528,StatisticBasedCase
AverageMemory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,4,1,44841676,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,5,1,241530,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,5,1,13696320,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,6,1,70047771,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,6,1,13700800,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,6,1,78121712,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,6,1,56646832,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,7,2,201301,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,7,2,13701312,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,8,2,62077294,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,8,2,13707600,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,8,2,56651800,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,8,2,78126656,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,9,3,135097,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,9,3,13707984,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,10,3,46366599,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,10,3,13714520,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,10,3,56658472,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,10,3,45921044,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,11,4,144971,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,11,4,13715032,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,12,4,43022437,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,12,4,13721072,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,12,4,45928116,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,12,4,56665544,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,13,5,99325,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,13,5,13721520,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,14,5,40786986,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,14,5,13733776,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,14,5,56671976,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,14,5,45934564,StatisticBasedCase
Time,EMFResourceInitialization,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,1,1,350811,StatisticBasedCase
Memory,EMFResourceInitialization,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,1,1,9649864,StatisticBasedCase
Time,Generation,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,2,1,3659448001,StatisticBasedCase
Memory,Generation,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,2,1,101347152,StatisticBasedCase
Time,Initialization,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,3,1,387975567,StatisticBasedCase
Memory,Initialization,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,3,1,53833984,StatisticBasedCase
AverageMemory,Initialization,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,3,1,129376324,StatisticBasedCase
PeakMemory,Initialization,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,3,1,203880608,StatisticBasedCase
Time,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,4,1,165288657,StatisticBasedCase
Memory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,4,1,65267720,StatisticBasedCase
AverageMemory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,4,1,117601440,StatisticBasedCase
PeakMemory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,4,1,138857056,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,5,1,1037451,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,5,1,65296696,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,6,1,166588695,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,6,1,65504512,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,6,1,192831232,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,6,1,150319972,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,7,2,1063833,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,7,2,65533560,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,8,2,163072428,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,8,2,65542392,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,8,2,150556796,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,8,2,193068016,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,9,3,1029985,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,9,3,65573632,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,10,3,153954746,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,10,3,65848520,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,10,3,193108128,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,10,3,150596888,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,11,4,985490,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,11,4,65879640,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,12,4,149708949,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,12,4,66017072,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,12,4,150902912,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,12,4,236363840,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,13,5,995745,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,13,5,66048248,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,14,5,136602287,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,14,5,66062688,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,14,5,151071496,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,14,5,193582728,StatisticBasedCase
Time,EMFResourceInitialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,1,1,272750,StatisticBasedCase
Memory,EMFResourceInitialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,1,1,9514560,StatisticBasedCase
Time,Generation,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,2,1,51707220,StatisticBasedCase
Memory,Generation,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,2,1,10819976,StatisticBasedCase
Time,Initialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,3,1,48743250,StatisticBasedCase
Memory,Initialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,3,1,12252648,StatisticBasedCase
AverageMemory,Initialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,3,1,52582244,StatisticBasedCase
PeakMemory,Initialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,3,1,95531952,StatisticBasedCase
Time,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,4,1,25215010,StatisticBasedCase
Memory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,4,1,12771880,StatisticBasedCase
AverageMemory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,4,1,33728080,StatisticBasedCase
PeakMemory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,4,1,33728080,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,5,1,127664,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,5,1,12772240,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,6,1,25997610,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,6,1,12780576,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,6,1,34247872,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,6,1,34247872,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,7,2,198126,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,7,2,12781080,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,8,2,26054736,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,8,2,12788792,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,8,2,34256712,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,8,2,34256712,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,9,3,151369,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,9,3,12789280,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,10,3,26274609,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,10,3,12797584,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,10,3,34264912,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,10,3,34264912,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,11,4,109614,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,11,4,12798064,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,12,4,26353884,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,12,4,12805552,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,12,4,34273720,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,12,4,34273720,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,13,5,139698,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,13,5,12805912,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,14,5,26560820,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,14,5,12812032,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,14,5,34281544,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,2,14,5,34281544,StatisticBasedCase
Time,EMFResourceInitialization,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,1,1,225058,StatisticBasedCase
Memory,EMFResourceInitialization,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,1,1,9622504,StatisticBasedCase
Time,Generation,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,2,1,247881167,StatisticBasedCase
Memory,Generation,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,2,1,16769096,StatisticBasedCase
Time,Initialization,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,3,1,83843591,StatisticBasedCase
Memory,Initialization,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,3,1,17413488,StatisticBasedCase
PeakMemory,Initialization,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,3,1,74574448,StatisticBasedCase
AverageMemory,Initialization,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,3,1,53083220,StatisticBasedCase
Time,M2MTransformation1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,4,1,76654445,StatisticBasedCase
Memory,M2MTransformation1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,4,1,20556624,StatisticBasedCase
PeakMemory,M2MTransformation1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,4,1,71117568,StatisticBasedCase
AverageMemory,M2MTransformation1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,4,1,49634516,StatisticBasedCase
Time,Modification,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,5,1,2131763,StatisticBasedCase
Memory,Modification,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,5,1,20812672,StatisticBasedCase
Time,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,6,1,14168,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,6,1,20813544,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,6,1,31551024,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,6,1,42288304,StatisticBasedCase
Time,Modification,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,7,2,1281255,StatisticBasedCase
Memory,Modification,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,7,2,20832312,StatisticBasedCase
